"Park_Name","park_name_key","Park_Code","Image_URL","Image_Title","Image_Credit","Image_Alt_Text"
"Grand Canyon National Park","grand canyon","GRCA","https://www.nps.gov/common/uploads/structured_data/3C7B12D1-1DD8-B71B-0BCE0712F9CEA155.jpg","Grand Canyon Mather Point Sunset on the South Rim","NPS/M.Quinn","The canyon glows orange as people visit Mather Point, a rock outcropping that juts into Grand Canyon"
"Grand Canyon National Park","grand canyon","GRCA","https://www.nps.gov/common/uploads/structured_data/3C7B15A4-1DD8-B71B-0BFADECB506765CC.jpg","Grand Canyon National Park: Desert View Watchtower (South Rim)","NPS/M.Quinn","The Desert View Watchtower looms 70 feet into the air over a vast and dramatic view of the canyon."
"Grand Canyon National Park","grand canyon","GRCA","https://www.nps.gov/common/uploads/structured_data/3C7B1720-1DD8-B71B-0B74DCF6F887A960.jpg","Looking down the Colorado River from Nankoweap at river mile 53","NPS/M.Quinn","Tall canyon walls frame the wide Colorado river weaving back and forth."
"Grand Teton National Park","grand teton","GRTE","https://www.nps.gov/common/uploads/structured_data/3C7FA4C5-1DD8-B71B-0B7FCC54E43FEE79.jpg","North Fork Cascade Canyon","NPS Photo / D. Lehle","Backpackers in North Fork Cascade Canyon, Grand Teton behind"
"Grand Teton National Park","grand teton","GRTE","https://www.nps.gov/common/uploads/structured_data/3C7FA7B7-1DD8-B71B-0B7B45B73D1C90C3.jpg","Winter Sunrise on the Teton Range","NPS Photo / D. Lehle","Winter sunrise on snow-covered Teton Range"
"Grand Teton National Park","grand teton","GRTE","https://www.nps.gov/common/uploads/structured_data/3C7FA923-1DD8-B71B-0B30EAF26172B37E.jpg","Grizzly Bear","NPS Photo / D. Lehle","Grizzly bear running through dry grass with shrubs behind"
"Grand Teton National Park","grand teton","GRTE","https://www.nps.gov/common/uploads/structured_data/3C7FAC1D-1DD8-B71B-0B1A9E05DFA2AD10.jpg","Lake Solitude with the Cathedral Group","NPS Photo / D. Lehle","Lake Solitude with the high Teton Peaks beyond during summer"
"Grand Teton National Park","grand teton","GRTE","https://www.nps.gov/common/uploads/structured_data/3C7FAD94-1DD8-B71B-0B3909D0F78F4B29.jpg","Oxbow Bend and Mount Moran","NPS Photo / D. Lehle","Oxbow Bend on the Snake River during fall with golden aspens and Mount Moran in the background."
"Grand Teton National Park","grand teton","GRTE","https://www.nps.gov/common/uploads/structured_data/3C7FB060-1DD8-B71B-0BC5EE916AAA7E86.jpg","Visitors at the Snake River Overlook","NPS Photo / D. Lehle","Mother in pink shirt, child in orange shirt, the Snake River below and the Teton Range beyond."
"Grand Teton National Park","grand teton","GRTE","https://www.nps.gov/common/uploads/structured_data/3C7FBF1F-1DD8-B71B-0B9125A1004AB2D5.jpg","John Moulton Barn at Mormon Row","NPS Photo","Historic Moulton Barn with visitors and the Teton Range beyond."
"Grand Teton National Park","grand teton","GRTE","https://www.nps.gov/common/uploads/structured_data/3C7FC084-1DD8-B71B-0BA15A2029FE25D5.jpg","American Pika (Ochotona princeps)","NPS Photo / M. Nicklas","American Pika perched on a granite boulder"
"Grand Teton National Park","grand teton","GRTE","https://www.nps.gov/common/uploads/structured_data/3C7FC1D0-1DD8-B71B-0BE07FCB0A12AC0B.jpg","Moose","NPS Photo / Potter","Bull moose with large antlers walking through fall grasses"
"Grand Teton National Park","grand teton","GRTE","https://www.nps.gov/common/uploads/structured_data/3C7FC332-1DD8-B71B-0B33576EE630E247.jpg","Schwabacher Landing","NPS Photo","beaver pond at Schwabacher landing reflecting the Teton Range in early summer"
"Grand Teton National Park","grand teton","GRTE","https://www.nps.gov/common/uploads/structured_data/3C7FC5D7-1DD8-B71B-0BD39976D94BEA47.jpg","Arrowleaf Balsamroot","NPS Photo","yellow arrowleaf balsamroot blooms with Teewinot Peak towering beyond"
"Great Basin National Park","great basin","GRBA","https://www.nps.gov/common/uploads/structured_data/FD29737E-9549-8EF4-90C1076486DE559A.jpeg","Wheeler cirque","NPS Photo","blue sky with green trees in mountain cirque"
"Great Basin National Park","great basin","GRBA","https://www.nps.gov/common/uploads/structured_data/5F04461D-A4FD-8285-D2F63B264237D90C.jpg","Bristlecone at night","Kelly Carrol","Bristlecone pine tree with a dark blue sky behind it with a bright Jupiter shining"
"Great Basin National Park","great basin","GRBA","https://www.nps.gov/common/uploads/structured_data/7B7499DC-0524-6350-FEE17484562DE778.jpg","Lehman Caves Grand Palace Parachute formation","NPS Photo","Brown and tan cave formation in the shape of a parachute"
"Great Basin National Park","great basin","GRBA","https://www.nps.gov/common/uploads/structured_data/54B2591D-BE7F-C50A-A1C069132CD3FA1C.jpg","Milky Way at Great Basin National Park","Tom Auchter","Colorful Milky Way over the red lit Lehman Caves Visitor Center"
"Great Basin National Park","great basin","GRBA","https://www.nps.gov/common/uploads/structured_data/7B044BE0-C96F-A30E-546520529A456B57.jpg","Great Basin Visitor Center","NPS Photo","Tan and green Visitor center with mountains in the background."
"Great Basin National Park","great basin","GRBA","https://www.nps.gov/common/uploads/structured_data/7B10375F-92FE-77A4-A3E83F2F98E7C33D.jpg","Alpine Flowers","NPS Photo","White, yellow,, and pink alpine flowers."
"Great Basin National Park","great basin","GRBA","https://www.nps.gov/common/uploads/structured_data/7B5F2CE2-010C-9E2E-4A0726C1F4AD4095.jpg","Golden Eagle","NPS Photo","Golden Eagle flying with wings spread wide"
"Great Basin National Park","great basin","GRBA","https://www.nps.gov/common/uploads/structured_data/7B308D3B-D910-3EB0-4C04E215333F2C5D.jpg","Snow Covered Mountains","NPS Photo","Snow covered mountains with brown trees in the foreground"
"Great Basin National Park","great basin","GRBA","https://www.nps.gov/common/uploads/structured_data/AED0DAB8-0FB7-5710-46732DF80111AC64.jpg","Comet NEOWISE","Charlie Reed","Ancient bristlecone with comet NEOWISE in the background"
"Great Sand Dunes National Park & Preserve","great sand dunes and","GRSA","https://www.nps.gov/common/uploads/structured_data/BC4ACB4C-0A6D-0188-E9A6AA1217827461.jpg","Dunes and Crestone Peaks at Sunset","NPS/Patrick Myers","Grasslands, large dunes, and snow-capped peaks at sunset"
"Great Sand Dunes National Park & Preserve","great sand dunes and","GRSA","https://www.nps.gov/common/uploads/structured_data/3C7CE6BD-1DD8-B71B-0B572A2B7842A510.jpg","Girls Sand Sledding","NPS/Patrick Myers","Girls Sand Sledding"
"Great Sand Dunes National Park & Preserve","great sand dunes and","GRSA","https://www.nps.gov/common/uploads/structured_data/3C7CFDEA-1DD8-B71B-0B5A198106C9A109.jpg","Elk, Grasslands, Dunes, and Sangre de Cristo Mountains","","Elk, Grasslands, Dunes, and Sangre de Cristo Mountains"
"Great Sand Dunes National Park & Preserve","great sand dunes and","GRSA","https://www.nps.gov/common/uploads/structured_data/3C7D0109-1DD8-B71B-0B95485B738AE811.jpg","Lower Sand Creek Lake, Great Sand Dunes National Preserve","NPS/Kris Illenberger","Lower Sand Creek Lake, Great Sand Dunes National Preserve"
"Great Sand Dunes National Park & Preserve","great sand dunes and","GRSA","https://www.nps.gov/common/uploads/structured_data/3C7D0254-1DD8-B71B-0B302F546130C0B3.jpg","Upper Sand Creek Basin, Great Sand Dunes National Preserve","NPS/Patrick Myers","Upper Sand Creek Basin, Great Sand Dunes National Preserve"
"Great Sand Dunes National Park & Preserve","great sand dunes and","GRSA","https://www.nps.gov/common/uploads/structured_data/3C7D0B9A-1DD8-B71B-0B62FA4120CA0DE8.jpg","Fall Colors Along Mosca Creek, Great Sand Dunes National Park","NPS/Patrick Myers","Fall Colors Along Mosca Creek, Great Sand Dunes National Park"
"Great Sand Dunes National Park & Preserve","great sand dunes and","GRSA","https://www.nps.gov/common/uploads/structured_data/B841835F-9E6C-AB24-2A2DCCD0200F302B.jpg","Gold Cottonwoods, Dunes, and Cleveland Peak","NPS/Patrick Myers","Gold cottonwood trees, large dunes, a silver cloud, and snow-capped mountain"
"Great Sand Dunes National Park & Preserve","great sand dunes and","GRSA","https://www.nps.gov/common/uploads/structured_data/BEB545F8-F6F7-AA30-7B7567CB4A800D66.jpg","Girl Floating Medano Creek","NPS/Patrick Myers","A teen girl sits on a floatation device"
"Great Smoky Mountains National Park","great smoky mountains","GRSM","https://www.nps.gov/common/uploads/structured_data/3C80E3F4-1DD8-B71B-0BFF4F2280EF1B52.jpg","Frosty Morning in Cades Cove","Kristina Plaas","A thick layer of frost covers the fields, trees, and mountains in Cades Cove."
"Great Smoky Mountains National Park","great smoky mountains","GRSM","https://www.nps.gov/common/uploads/structured_data/3C80EC37-1DD8-B71B-0B87F63E8B030D15.jpg","""Smoke"" Rising From the Mountains","Kristina Plaas","Wisps of fog hang over the forests in the mountains."
"Great Smoky Mountains National Park","great smoky mountains","GRSM","https://www.nps.gov/common/uploads/structured_data/62D22291-ECC1-C9C6-D4C249F41BC599CC.jpg","Winter in the Smokies","NPS / Bob Carr","A clear sky with a vast snowy mountain scene."
"Great Smoky Mountains National Park","great smoky mountains","GRSM","https://www.nps.gov/common/uploads/structured_data/3C80F02B-1DD8-B71B-0BBC2DFD4E9349E9.jpg","The ""Wildflower National Park""","Kristina Plaas","A hillside in the forest covered with white trillium flowers"
"Great Smoky Mountains National Park","great smoky mountains","GRSM","https://www.nps.gov/common/uploads/structured_data/3C80F1CC-1DD8-B71B-0B784AC1BCA74166.jpg","Fall Colors Near Newfound Gap","NPS Photo","Bright gold and red leaves shine through the fog in a forest."
"Great Smoky Mountains National Park","great smoky mountains","GRSM","https://www.nps.gov/common/uploads/structured_data/3C80F6C9-1DD8-B71B-0B33F35922A21B3B.jpg","Fall Meets Winter","Sam Hobbs","Gold and red fall colors fill the valleys while snow coats the mountain tops."
"Great Smoky Mountains National Park","great smoky mountains","GRSM","https://www.nps.gov/common/uploads/structured_data/3C80EEE2-1DD8-B71B-0BC2620AAA57D7CA.jpg","The Waters of Roaring Fork Below Grotto Falls","Danielle Austen, Artist-in-Residence 2015","Rhododendron bushes line the banks of a stream filled with large boulders."
"Great Smoky Mountains National Park","great smoky mountains","GRSM","https://www.nps.gov/common/uploads/structured_data/3C80EDBC-1DD8-B71B-0B743AF911FE7557.jpg","A Foggy Morning at Cades Cove Methodist Church","Kristina Plaas","Tombstones stand in front of a white, wooden church on a foggy morning."
"Guadalupe Mountains National Park","guadalupe mountains","GUMO","https://www.nps.gov/common/uploads/structured_data/3C825533-1DD8-B71B-0B6FDF436F604A3C.jpg","El Capitan","NPS/Bieri","El Capitan with blooming claret cup cacti"
"Guadalupe Mountains National Park","guadalupe mountains","GUMO","https://www.nps.gov/common/uploads/structured_data/3C825A11-1DD8-B71B-0BAAA0BDF174AA2F.jpg","Flooded Salt Flats","NPS/Yates","the slat flats become flooded during monsoon months after large rain events."
"Guadalupe Mountains National Park","guadalupe mountains","GUMO","https://www.nps.gov/common/uploads/structured_data/3C8256DA-1DD8-B71B-0B7E4BE83A8B56F9.jpg","Devil's Hall Fall Colors","NPS/Flores","Fall colors in Devil's Hall"
"Guadalupe Mountains National Park","guadalupe mountains","GUMO","https://www.nps.gov/common/uploads/structured_data/3C82588D-1DD8-B71B-0B233383D71368EB.jpg","Pratt Cabin","NPS/Buehler","Pratt Cabin in McKittrick Canyon"
"Guadalupe Mountains National Park","guadalupe mountains","GUMO","https://www.nps.gov/common/uploads/structured_data/3C82A652-1DD8-B71B-0B7E219169341CAD.jpg","The Bowl wildflowers","NPS Photo/Bieri","wildflowers blossom along The Bowl trail"
"Guadalupe Mountains National Park","guadalupe mountains","GUMO","https://www.nps.gov/common/uploads/structured_data/AC3F41C8-CB05-1F59-18AFF80496BA94D1.jpg","Entrance Sign","NPS/K/ Poteet","A metal and stone entrance sign stands in front of a building and desert mountains"
"Haleakalā National Park","haleakal","HALE","https://www.nps.gov/common/uploads/structured_data/3D05E583-1DD8-B71B-0BBFF82F7F78AF6A.jpg","'Ahinahina blooms in Haleakala crater","NPS","'Ahinahina blooms in Haleakala crater"
"Haleakalā National Park","haleakal","HALE","https://www.nps.gov/common/uploads/structured_data/3D3323B6-1DD8-B71B-0B78ACA534C1D05E.jpg","Waimoku Waterfall","NPS","Waimoku waterfall in the park's Kipahulu District"
"Haleakalā National Park","haleakal","HALE","https://www.nps.gov/common/uploads/structured_data/3D771172-1DD8-B71B-0B981DA08B1FE163.jpg","The Pools of ?Ohe?o in the park's Kipahulu District","NPS","The Pools of ?Ohe?o in the park's Kipahulu District"
"Haleakalā National Park","haleakal","HALE","https://www.nps.gov/common/uploads/structured_data/3C87A368-1DD8-B71B-0BD44B189D0D9368.jpg","Sunset Over the Crater","NPS Photo","Sun setting over the volcano crater and horizon"
"Hawaiʻi Volcanoes National Park","hawai i volcanoes","HAVO","https://www.nps.gov/common/uploads/structured_data/C4E8415A-08E5-5976-833F494FFCA3FFE6.jpg","Halapē","Courtesy of J. Frank","Rocky coastline with palm trees and a cliff beyon"
"Hawaiʻi Volcanoes National Park","hawai i volcanoes","HAVO","https://www.nps.gov/common/uploads/structured_data/C5AEDF53-AE4A-F6DB-2FBA7BE158386C0E.jpg","Kīlauea Iki","NPS Photo/J. Wei","A cloud-filled volcanic crater at sunrise with a mountain rising behind"
"Hawaiʻi Volcanoes National Park","hawai i volcanoes","HAVO","https://www.nps.gov/common/uploads/structured_data/C5D3655B-BF42-2E22-8068376035581BB2.jpg","Hōlei Pali","NPS Photo/A. LaValle","Lava flows and ferns in front of a cliff at sunset"
"Hawaiʻi Volcanoes National Park","hawai i volcanoes","HAVO","https://www.nps.gov/common/uploads/structured_data/C69391EE-FBFA-BC85-885A49C4BD5CEC8D.jpg","Steam Vents","NPS Photo/A. LaValle","Trees and tall grass through steam at sunrise"
"Hawaiʻi Volcanoes National Park","hawai i volcanoes","HAVO","https://www.nps.gov/common/uploads/structured_data/C8E997AB-E2A8-0AE2-346A65CEE6B0FD30.jpg","The Kahuku Unit","NPS Photo/A. LaValle","Grassy hill dotted with trees underneath a blue sky with white clouds"
"Hawaiʻi Volcanoes National Park","hawai i volcanoes","HAVO","https://www.nps.gov/common/uploads/structured_data/C4C64AE6-092B-A593-7727CAE9487AC462.jpg","Tide Pools","NPS Photo/A. LaValle","Green vegetation in tide pools on a rocky ocean coastline"
"Hawaiʻi Volcanoes National Park","hawai i volcanoes","HAVO","https://www.nps.gov/common/uploads/structured_data/C44A654D-DEFB-02B3-2EECDD47FA6BF2D8.jpg","Nāhuku","NPS Photo/D. Boyle","A lava tube lit by warm electric light"
"Hawaiʻi Volcanoes National Park","hawai i volcanoes","HAVO","https://www.nps.gov/common/uploads/structured_data/C524CE8E-BE01-B3D1-E9ED35AC2B79F2ED.jpg","Lava Trees","NPS Photo/A. LaValle","A lava tree in a black lava field with small living trees and a rainbow behind"
"Hawaiʻi Volcanoes National Park","hawai i volcanoes","HAVO","https://www.nps.gov/common/uploads/structured_data/C6149CE4-DFB9-DECE-57311912C897C228.jpg","ʻAe Fern","NPS Photo","Ferns rising from a lava field"
"Hawaiʻi Volcanoes National Park","hawai i volcanoes","HAVO","https://www.nps.gov/common/uploads/structured_data/C6730400-9060-5187-6DA91D10ADF30A99.jpg","ʻŌhiʻa","NPS Photo/J. Wei","Red ʻōhiʻa blossom"
"Hawaiʻi Volcanoes National Park","hawai i volcanoes","HAVO","https://www.nps.gov/common/uploads/structured_data/C63A45B4-9A0C-F1E4-39696608B85665D0.jpg","Nēnē","NPS Photo/J. Wei","Nēnē spreading winds on edge of a crater"
"Hawaiʻi Volcanoes National Park","hawai i volcanoes","HAVO","https://www.nps.gov/common/uploads/structured_data/7BCCBFDD-FDEB-2162-BD15DB1561BE5DA8.jpg","Rainforest","NPS Photo/A. LaValle","Rays of light shine through a misty rainforest with ferns covering the understory"
"Hawaiʻi Volcanoes National Park","hawai i volcanoes","HAVO","https://www.nps.gov/common/uploads/structured_data/7AE7B515-91B9-74CF-65F0E0D99C6C78EE.jpg","Hula at Kīlauea","NPS Photo","A hula dancer in a red dress above a forested area"
"Hawaiʻi Volcanoes National Park","hawai i volcanoes","HAVO","https://www.nps.gov/common/uploads/structured_data/7B6470EF-A9BB-8B7F-4D5991FC840700A9.jpg","Mauna Loa 1940 Cone","NPS Photo/A. LaValle","A lava cone rising behind a flow of lava with caldera walls beyond"
"Hawaiʻi Volcanoes National Park","hawai i volcanoes","HAVO","https://www.nps.gov/common/uploads/structured_data/7C58F90C-0AB8-DF2A-1543251CCBBEF9D7.jpg","Puʻu Loa Petroglyphs","NPS Photo","Petroglyphs of human figures carved into gray rock"
"Hawaiʻi Volcanoes National Park","hawai i volcanoes","HAVO","https://www.nps.gov/common/uploads/structured_data/7ABCA1B9-F4F9-660F-1752379E4517F1EE.jpg","Halemaʻumaʻu Crater","NPS Photo/A. LaValle","A tree stands on the edge of a misty caldera"
"Hot Springs National Park","hot springs","HOSP","https://www.nps.gov/common/uploads/structured_data/C0D8DFDD-F151-C5B0-3004B0088C98BA5A.jpg","Bathhouse Row Evening","Mitch Smith","A pink sky above gentle white buildings"
"Hot Springs National Park","hot springs","HOSP","https://www.nps.gov/common/uploads/structured_data/C13C707D-B623-9D92-5CF6C917AA1B9078.jpg","Hot Water Cascade","Mitch Smith","Misty water evaporating from a cascade"
"Hot Springs National Park","hot springs","HOSP","https://www.nps.gov/common/uploads/structured_data/C11CC032-E6FC-33A3-A850BBC58A6DBD3C.jpg","Bathhouse Row From The Waters","Mitch Smith","A sky view of large bathhouse buildings"
"Hot Springs National Park","hot springs","HOSP","https://www.nps.gov/common/uploads/structured_data/2417D601-FF9E-BFD8-5C6BD4375064FAD1.jpg","Bathhouse Row","NPS photo","Stone entrance pillars in front of a row of four bathouses"
"Hot Springs National Park","hot springs","HOSP","https://www.nps.gov/common/uploads/structured_data/23BF1E9D-A964-3BFE-BDEBFB703DE79463.jpeg","Take A Hike!","NPS Photo","Close up of a hiking boot on the trail a hiker in the distance"
"Hot Springs National Park","hot springs","HOSP","https://www.nps.gov/common/uploads/structured_data/23D55284-B7DD-D42F-4689A73DDA1DC0B9.jpg","Hiker at bridge Whittington Park Creek","NPS photo","Hiker sits at the edge of the creek, with a bridge in the background"
"Hot Springs National Park","hot springs","HOSP","https://www.nps.gov/common/uploads/structured_data/243E69E8-B5AB-6E14-DDD7BF3A6FEFE437.jpg","Bridge with fall colors","NPS photo Mark David Artist In Residence 2015","Stone bridge surrounded by brilliant yellow and green leaves"
"Hot Springs National Park","hot springs","HOSP","https://www.nps.gov/common/uploads/structured_data/C14F1D4A-FAF7-A20F-163F60EBF0B127F9.jpg","Thermal Water Trough","Mitch Smith","A stone tough in a green forest with water flowing down"
"Hot Springs National Park","hot springs","HOSP","https://www.nps.gov/common/uploads/structured_data/245F811B-A97D-0C77-41A3D373703FB1FB.jpg","Visitor at the edge of the pools of the hot water cascade","NPS photo","women sitting on the stone wall at the hot water cascade as the vapor rises"
"Hot Springs National Park","hot springs","HOSP","https://www.nps.gov/common/uploads/structured_data/C189E13D-FC70-0C3B-AFE8915E5B27F434.jpg","Balanced Rock Overlook","Mitch Smith","Sun setting over rolling hills"
"Hot Springs National Park","hot springs","HOSP","https://www.nps.gov/common/uploads/structured_data/C1A14390-C25E-5A82-BA89C2004C3A526B.jpg","Mountain Tower and Pagoda","Mitch Smith","A tower and pagoda on the side of a mountain"
"Indiana Dunes National Park","indiana dunes","INDU","https://www.nps.gov/common/uploads/structured_data/9253EDFB-AAFD-E111-B985CD2747F5C48F.jpg","Central Avenue Beach Indiana Dunes National Park","NPS Photo","Michigan Lake beach with green grassy dunes in the background, under a blue sky."
"Indiana Dunes National Park","indiana dunes","INDU","https://www.nps.gov/common/uploads/structured_data/3C7E501C-1DD8-B71B-0B78424BE2B09114.jpg","Sunset at Indiana Dunes National Park","Rafi Wilkinson","Sunset on Lake Michigan"
"Indiana Dunes National Park","indiana dunes","INDU","https://www.nps.gov/common/uploads/structured_data/3C7E49C3-1DD8-B71B-0B66A187F21A2292.jpg","Sunset on Lake Michigan","Michael Gard","Sunset on Lake Michigan"
"Indiana Dunes National Park","indiana dunes","INDU","https://www.nps.gov/common/uploads/structured_data/93317C03-A0F6-3587-DEFBDE06D879DF16.jpg","Mnoké Prairie in Bloom","Jeff Manuszak","Prairie in Bloom"
"Indiana Dunes National Park","indiana dunes","INDU","https://www.nps.gov/common/uploads/structured_data/3C7E3FE9-1DD8-B71B-0B4F1EBF7C0CFE04.jpg","Porter Beach Access Point","Jeff Manuszak","Porter Beach Access Point"
"Indiana Dunes National Park","indiana dunes","INDU","https://www.nps.gov/common/uploads/structured_data/3C7E4345-1DD8-B71B-0B1054DD51E7798B.jpg","Central Beach","NPS Collection","Central Beach"
"Indiana Dunes National Park","indiana dunes","INDU","https://www.nps.gov/common/uploads/structured_data/3C7E4682-1DD8-B71B-0B750F94FDF9DFDC.jpg","Sunset at Lake View","Jeff Manuszak","Sunset at Lake View"
"Indiana Dunes National Park","indiana dunes","INDU","https://www.nps.gov/common/uploads/structured_data/3C7E4819-1DD8-B71B-0B1F99B8AFB5C9AA.jpg","Peace on Lake Michigan","Jeff Manuszak","Peace on Lake Michigan"
"Isle Royale National Park","isle royale","ISRO","https://www.nps.gov/common/uploads/structured_data/6059CAD8-02E8-2E00-2922DF84800167E0.jpg","Duncan Bay Narrows","NPS / Paul Brown","View from above the trees looking down at Duncan Bay Narrows, trees, Lake Superior, and Canada."
"Isle Royale National Park","isle royale","ISRO","https://www.nps.gov/common/uploads/structured_data/3C7AC799-1DD8-B71B-0B4E94DE10F014E5.jpg","Winter Ice Floes","NPS Photo / Paul Brown","Ice floes float in a harbor"
"Isle Royale National Park","isle royale","ISRO","https://www.nps.gov/common/uploads/structured_data/3C7AC355-1DD8-B71B-0B9C2F07853F39F1.jpg","Aerial View of Belle Harbor","NPS Photo / Paul Brown","Aerial View of Belle Harbor"
"Isle Royale National Park","isle royale","ISRO","https://www.nps.gov/common/uploads/structured_data/3C7AC4C1-1DD8-B71B-0B8592CA6634ABEE.jpg","Bull Moose","NPS Photo / Paul Brown","Young bull moose browsing for food"
"Isle Royale National Park","isle royale","ISRO","https://www.nps.gov/common/uploads/structured_data/3C7AC638-1DD8-B71B-0BD28B3407821A15.jpg","Rock of Ages Lighthouse","NPS Photo / Paul Brown","Aerial view of Rock of Ages Lighthouse"
"Isle Royale National Park","isle royale","ISRO","https://www.nps.gov/common/uploads/structured_data/3C7AC8F5-1DD8-B71B-0B661B7FF90F5407.jpg","Aurora Borealis Over Isle Royale National Park","NPS Photo / Paul Brown","Diverse colored Aurora Borealis in the night sky"
"Joshua Tree National Park","joshua tree","JOTR","https://www.nps.gov/common/uploads/structured_data/306D0D93-9CCA-76E1-AD48268F8D7A7E3E.jpg","Quail Springs Area at Sunset","NPS / Emily Hassell","The sky turns hues of pink and purple over a field of Joshua trees."
"Joshua Tree National Park","joshua tree","JOTR","https://www.nps.gov/common/uploads/structured_data/3C85EDAE-1DD8-B71B-0B3E7EAC7E299A23.jpg","Jumbo Rocks at Sunset","NPS/Brad Sutton","people climbing on boulders are silhouetted against a colorful sunset sky"
"Joshua Tree National Park","joshua tree","JOTR","https://www.nps.gov/common/uploads/structured_data/3C85EC5C-1DD8-B71B-0B3B00469411625A.jpg","Joshua Tree Junior Ranger","NPS/Kurt Moses","a little girl smiles while wearing a Jr. Ranger hat and badge"
"Joshua Tree National Park","joshua tree","JOTR","https://www.nps.gov/common/uploads/structured_data/3C85E84D-1DD8-B71B-0B188E7820D60F14.jpg","Hidden Valley Hiker","NPS/Hannah Schwalbe","hiker looks over Hidden Valley"
"Joshua Tree National Park","joshua tree","JOTR","https://www.nps.gov/common/uploads/structured_data/3C85EA46-1DD8-B71B-0B28B646B53F0C37.jpg","Historic Keys Ranch","NPS/Kurt Moses","an historic wood house seen through the missing windshield of an old, rusty vehicle"
"Joshua Tree National Park","joshua tree","JOTR","https://www.nps.gov/common/uploads/structured_data/3C85EF02-1DD8-B71B-0B467F2B5F7483AC.jpg","Lost Horse Valley","NPS/Brad Sutton","Joshua trees grow on a flat plain with boulder outcrops and mountains in the distance"
"Joshua Tree National Park","joshua tree","JOTR","https://www.nps.gov/common/uploads/structured_data/3C85E941-1DD8-B71B-0BCAA9F8A0BD4E0F.jpg","Joshua Tree Sunset","NPS/Brad Sutton","a fiery sky behind the silhouette of a Joshua tree"
"Joshua Tree National Park","joshua tree","JOTR","https://www.nps.gov/common/uploads/structured_data/3C85EB5A-1DD8-B71B-0BACA59CC5E5A620.jpg","Stars Over the Park Entrance","NPS/Lian Law","night scene showing stars of the Milky Way over a sign saying ""Entering Joshua Tree National Park"""
"Katmai National Park & Preserve","katmai and","KATM","https://www.nps.gov/common/uploads/structured_data/3C7A0FDB-1DD8-B71B-0B8933ACA92FE6B3.jpg","Salmon jumping at Brooks Falls","NPS/David Jacob","salmon jumping at waterfall"
"Katmai National Park & Preserve","katmai and","KATM","https://www.nps.gov/common/uploads/structured_data/3C7A32DB-1DD8-B71B-0B37F66E9D0832AF.jpg","Bear catching jumping salmon","NPS/David Jacob","Bear standing at the edge of a waterfall while a salmon is leaping towards it."
"Katmai National Park & Preserve","katmai and","KATM","https://www.nps.gov/common/uploads/structured_data/3C7A3473-1DD8-B71B-0B65158B5807CE0D.jpg","Bear family walks near sleeping bear","NPS/Bryanna Plog","Three bears walk near a sleeping bear"
"Katmai National Park & Preserve","katmai and","KATM","https://www.nps.gov/common/uploads/structured_data/3C7A35BF-1DD8-B71B-0BB1644AA6CF4C8B.jpg","Mount Katmai caldera","NPS/Roy Wood","lake inside of an ash and glacier covered volcano"
"Katmai National Park & Preserve","katmai and","KATM","https://www.nps.gov/common/uploads/structured_data/3C7A3776-1DD8-B71B-0BB94C2392CD5B01.jpg","sedge meadows and volcanoes at Hallo","NPS/Michael Fitz","meadow in foreground and snow capped volcanoes on the horizon"
"Kenai Fjords National Park","kenai fjords","KEFJ","https://www.nps.gov/common/uploads/structured_data/3C798EAB-1DD8-B71B-0BC4BEFB197F2C90.jpg","Bear Glacier Aerial","USGS/Bruce Molnia","aerial image of Bear Glacier"
"Kenai Fjords National Park","kenai fjords","KEFJ","https://www.nps.gov/common/uploads/structured_data/3C7DE352-1DD8-B71B-0B35831ADF254DE0.jpg","Aialik Bay Kayakers","NPS Photo","kayakers in front of a tidewater glacier"
"Kenai Fjords National Park","kenai fjords","KEFJ","https://www.nps.gov/common/uploads/structured_data/3C7DE50D-1DD8-B71B-0B23431BC04ACB33.jpg","Humpback Whale Breach","NPS Photo/Thoresen","a humpback whale breaches"
"Kenai Fjords National Park","kenai fjords","KEFJ","https://www.nps.gov/common/uploads/structured_data/3C7DE88C-1DD8-B71B-0B3F02FD7F30F1AF.jpg","Above Bear Glacier","USGS/Bruce Molnia","aerial view of Bear Glacier from Harding Icefield"
"Kenai Fjords National Park","kenai fjords","KEFJ","https://www.nps.gov/common/uploads/structured_data/3C7DEEE0-1DD8-B71B-0B7B85B29F07C371.jpg","Exit Glacier View","NPS Photo/Jim Pfeiffenberger","visitors at accessible overlook of Exit Glacier and Exit Creek."
"Kobuk Valley National Park","kobuk valley","KOVA","https://www.nps.gov/common/uploads/structured_data/3C7A1214-1DD8-B71B-0B00D823BD9BF4CF.jpg","Kobuk Sand Dunes","NPS Photo","sun setting on sand dunes"
"Kobuk Valley National Park","kobuk valley","KOVA","https://www.nps.gov/common/uploads/structured_data/9B41FCED-9287-749E-01E2C1A2DFE31A1A.jpg","Canoe on the Kobuk River","NPS Photo / Justine Schmidt","A green pack canoe sits on the bank of the Kobuk River. Clouds are mirrored on the water's surface."
"Kobuk Valley National Park","kobuk valley","KOVA","https://www.nps.gov/common/uploads/structured_data/3C7A134A-1DD8-B71B-0B3C2789713B6113.jpg","Mountains as Far as the Eye Can See","NPS Photo","aerial view of snow capped mountains"
