"Park_Name","park_name_key","Park_Code","Image_URL","Image_Title","Image_Credit","Image_Alt_Text"
"Roosevelt Campobello International Park","roosevelt campobello international park","ROCA","https://www.nps.gov/common/uploads/structured_data/3C87DD50-1DD8-B71B-0BFC03393595C8A8.jpg","Mulholland Point","Parks Canada Photo / Harold Bailey","Mulholland Point"
"Roosevelt Campobello International Park","roosevelt campobello international park","ROCA","https://www.nps.gov/common/uploads/structured_data/3C87DEA2-1DD8-B71B-0B8CB7F46CC9FAD5.jpg","Raccoon Beach","Parks Canada Photo / Harold Bailey","Raccoon Beach"
"Roosevelt Campobello International Park","roosevelt campobello international park","ROCA","https://www.nps.gov/common/uploads/structured_data/3C87DFE5-1DD8-B71B-0B71E18E3A84227F.jpg","Roosevelt Cottage","Parks Canada Photo / Harold Bailey","Roosevelt Cottage"
"Roosevelt Campobello International Park","roosevelt campobello international park","ROCA","https://www.nps.gov/common/uploads/structured_data/3C87E0F2-1DD8-B71B-0BAA24217CB475A8.jpg","Shore","Parks Canada Photo / Harold Bailey","Great blue heron on the shore."
"Roosevelt Campobello International Park","roosevelt campobello international park","ROCA","https://www.nps.gov/common/uploads/structured_data/3C87E204-1DD8-B71B-0B8DAB7F6910CFBE.jpg","The Friar","Parks Canada Photo / Harold Bailey","The Friar"
"Roosevelt Campobello International Park","roosevelt campobello international park","ROCA","https://www.nps.gov/common/uploads/structured_data/3C87E32A-1DD8-B71B-0B64047503A1341E.jpg","View from Eagle Hill","Parks Canada Photo / Harold Bailey","View from Eagle Hill"
"Saguaro National Park","saguaro","SAGU","https://www.nps.gov/common/uploads/structured_data/5CB8B2F6-01B7-9A50-73702A355E4136B8.jpg","Saguaro Flowers","NPS Photo","Saguaro flowers"
"Saguaro National Park","saguaro","SAGU","https://www.nps.gov/common/uploads/structured_data/3C858462-1DD8-B71B-0BB499810C61332C.jpg","Flowering Fishhook Pincushion Cactus","NPS Photo/ Bolyard","A flowering fishhook pincushion cactus"
"Saguaro National Park","saguaro","SAGU","https://www.nps.gov/common/uploads/structured_data/3C858613-1DD8-B71B-0BEFB533FAB3FB55.jpg","Coyote Pups","NPS Photo","Two coyote pups captured on a wilderness camera"
"Saguaro National Park","saguaro","SAGU","https://www.nps.gov/common/uploads/structured_data/3C85873C-1DD8-B71B-0BA5D81599611142.jpg","Saguaro National Park Lighting Storm","NPS Photo","Lightning strike captured on camera with saguaros in the background"
"Saguaro National Park","saguaro","SAGU","https://www.nps.gov/common/uploads/structured_data/3C858903-1DD8-B71B-0BE2312B40DB3D26.jpg","Weather at Saguaro National Park","NPS Photo","Rare Sight of snow in Saguaro National Park East Visitor Center (Rincon Mountain District)"
"Saguaro National Park","saguaro","SAGU","https://www.nps.gov/common/uploads/structured_data/3C858AB6-1DD8-B71B-0B0F6C0A56410894.jpg","Group of Regal Horned Lizards","NPS Photo","A group of Phrynosoma solare, or regal horned lizards."
"Sequoia & Kings Canyon National Parks","sequoia and kings canyon","SEKI","https://www.nps.gov/common/uploads/structured_data/3C7A250B-1DD8-B71B-0BCF61A89A8B2970.jpg","Kings Canyon","NPS/Rick Cain","A deep canyon with a forested floor and steep granite cliffs"
"Sequoia & Kings Canyon National Parks","sequoia and kings canyon","SEKI","https://www.nps.gov/common/uploads/structured_data/3C7A2835-1DD8-B71B-0B468E834049FBE4.jpg","The Tablelands","NPS/Rick Cain","A steep granite slope leads from forest to a bare alpine landscape"
"Sequoia & Kings Canyon National Parks","sequoia and kings canyon","SEKI","https://www.nps.gov/common/uploads/structured_data/3C7A2E1B-1DD8-B71B-0B4D563CB47FA60F.jpg","Moro Rock","NPS/Paul Johnson","A guardrail encircles people along a narrow walkway with wide views"
"Sequoia & Kings Canyon National Parks","sequoia and kings canyon","SEKI","https://www.nps.gov/common/uploads/structured_data/3C7A301B-1DD8-B71B-0B8311F9B0AC4F69.jpg","Giant Sequoia in Winter","NPS","A giant sequoia's reddish bark contrasts with the snow around it"
"Sequoia & Kings Canyon National Parks","sequoia and kings canyon","SEKI","https://www.nps.gov/common/uploads/structured_data/3C7A4E3C-1DD8-B71B-0B99ADC8D2689BDE.jpg","Giant Forest Museum","NPS/Rick Cain","A rustic building is surrounded by giant sequoias"
"Shenandoah National Park","shenandoah","SHEN","https://www.nps.gov/common/uploads/structured_data/3C80B539-1DD8-B71B-0BEAAA4AC31E7D5B.jpg","Adventure Awaits","NPS Photo / Neal Lewis","A man stands on a rocky outcrop overlooking the receding mountains."
"Shenandoah National Park","shenandoah","SHEN","https://www.nps.gov/common/uploads/structured_data/3C80B63B-1DD8-B71B-0BAC3145E329FC99.jpg","Wonderful Waterfalls","NPS Photo / Katy Cain","A man stands with his back facing us, looking at a waterfall."
"Shenandoah National Park","shenandoah","SHEN","https://www.nps.gov/common/uploads/structured_data/3C80B752-1DD8-B71B-0B0FAB718671DC3E.jpg","Red-Bellied Woodpecker","NPS Photo / Neal Lewis","A close up shot of a Red-Bellied Woodpecker with a blurry teal background."
"Shenandoah National Park","shenandoah","SHEN","https://www.nps.gov/common/uploads/structured_data/3C80B867-1DD8-B71B-0B328321E4420769.jpg","Driving on Skyline Drive","NPS Photo / Neal Lewis","A road surrounded by fall foliage turns a curve around a small waterfall."
"Shenandoah National Park","shenandoah","SHEN","https://www.nps.gov/common/uploads/structured_data/3C80B989-1DD8-B71B-0B3A418BF2F78CF0.jpg","Find Yourself in Nature","NPS Photo / Katy Cain","Looking up at a poplar stand canopy, which is turning yellow in fall."
"Theodore Roosevelt National Park","theodore roosevelt","THRO","https://www.nps.gov/common/uploads/structured_data/3C793AD5-1DD8-B71B-0B4A3C1BFA5B4C83.jpg","River Bend Overlook, North Unit","NPS Photo / Mark Meyers","A colorfully striped butte in the foreground overlooks a dark green badlands landscape"
"Theodore Roosevelt National Park","theodore roosevelt","THRO","https://www.nps.gov/common/uploads/structured_data/3C7939C8-1DD8-B71B-0B048D7EC3812DE3.jpg","A View from the Maah Daah Hey Trail","NPS Photo / Laura Thomas","the Little Missouri River under blue skies"
"Theodore Roosevelt National Park","theodore roosevelt","THRO","https://www.nps.gov/common/uploads/structured_data/3C793D1D-1DD8-B71B-0B17AA76AF7AE453.jpg","Ekblom Trail","NPS Photo / Laura Thomas","A muddy river bank lined with cottonwood trees and steep buttes"
"Theodore Roosevelt National Park","theodore roosevelt","THRO","https://www.nps.gov/common/uploads/structured_data/3C794347-1DD8-B71B-0B5EB10134348DE1.jpg","Raise a Ruckus","NPS Photo / Teresina Wheaten","two bull bison collide heads in a dusty battle for dominance"
"Theodore Roosevelt National Park","theodore roosevelt","THRO","https://www.nps.gov/common/uploads/structured_data/3C794A8F-1DD8-B71B-0B3C8A05CF065D02.jpg","Milky Way","NPS Photo / Jeff Zylland","the swirling, dusty looking milky way runs vertically though a starry night sky"
"Theodore Roosevelt National Park","theodore roosevelt","THRO","https://www.nps.gov/common/uploads/structured_data/3C7941B3-1DD8-B71B-0B9F03744B164B38.jpg","Bison Trail","NPS Photo / Roland and Lisa Honeyman","a string of bison are silhouetted against the backdrop of hazy blue and yellow badlands"
"Theodore Roosevelt National Park","theodore roosevelt","THRO","https://www.nps.gov/common/uploads/structured_data/3C793C29-1DD8-B71B-0BD780A3A72F020B.jpg","Sunset on Buck Hill","NPS Photo / Laura Thomas","a green prairie hilltop overlooks the badlands, shrouded in shadows"
"Theodore Roosevelt National Park","theodore roosevelt","THRO","https://www.nps.gov/common/uploads/structured_data/3C79484D-1DD8-B71B-0BD76E098C35DBFA.jpg","Fall Bugle","NPS Photo / Rolan and Lisa Honeyman","A bugling bull elk and his harem of cows stand on the edge of a butte as the sunlight fades"
"Theodore Roosevelt National Park","theodore roosevelt","THRO","https://www.nps.gov/common/uploads/structured_data/3C794D85-1DD8-B71B-0BE8C67C46D0233A.jpg","Hoodoos","NPS Photo / Laura Thomas","a strange looking sand and rock formation stands in a prairie of brown grass"
"Theodore Roosevelt National Park","theodore roosevelt","THRO","https://www.nps.gov/common/uploads/structured_data/3C795014-1DD8-B71B-0B9A2115735380B0.jpg","Maltese Cross Cabin","NPS Photo","The rising sun casts light on Roosevelt's snow-covered cabin."
"Virgin Islands National Park","virgin islands","VIIS","https://www.nps.gov/common/uploads/structured_data/1F0534AF-91EB-443B-41760F790BE42778.jpg","Trunk Bay","NPS Photo","Turquoise water laps white sandy shore fringed with lush green vegetation."
"Virgin Islands National Park","virgin islands","VIIS","https://www.nps.gov/common/uploads/structured_data/3C79CEF6-1DD8-B71B-0BE2B171E1C38905.jpg","Queen Angel Fish","Judy Bucholz","Queen Angel Fish"
"Virgin Islands National Park","virgin islands","VIIS","https://www.nps.gov/common/uploads/structured_data/1F2D548F-E180-9786-F4EA73BBE299B47F.jpg","Sunset Bench at Lind Point","NPS Photo","A sunset colors the horizon as seen from an overlook above the bay."
"Virgin Islands National Park","virgin islands","VIIS","https://www.nps.gov/common/uploads/structured_data/3C79D033-1DD8-B71B-0B99DCE07EFF9D58.jpg","Four Stilts for the Bird Watchers","Caroline Rogers","Four Stilts in the Francis Bay Pond"
"Virgin Islands National Park","virgin islands","VIIS","https://www.nps.gov/common/uploads/structured_data/3C79D149-1DD8-B71B-0B90F4272FF2EB3F.jpg","Sunset Paddle","Stephanie Guyer-Stevens","A Sunset Paddle"
"Voyageurs National Park","voyageurs","VOYA","https://www.nps.gov/common/uploads/structured_data/3C8405EF-1DD8-B71B-0B42909E4E77E144.jpg","Northern Lights","NPS /Dimse","Northern Lights over Voyageurs National Park waters"
"Voyageurs National Park","voyageurs","VOYA","https://www.nps.gov/common/uploads/structured_data/3C840728-1DD8-B71B-0BBDF500911CBD12.jpg","Peary Lake","NPS Photo","overlooking a lake"
"Voyageurs National Park","voyageurs","VOYA","https://www.nps.gov/common/uploads/structured_data/C44E1879-9C3A-8F39-26AEBBEBB74FAD37.jpeg","Sunset in Voyageurs","More Than Just Parks","Orange tinted sky with islands scattered throughout the still lake."
"Voyageurs National Park","voyageurs","VOYA","https://www.nps.gov/common/uploads/structured_data/3C840875-1DD8-B71B-0B2416D8B710421E.jpg","Anderson Bay","NPS Photo","rock cliffs along the lake"
"Voyageurs National Park","voyageurs","VOYA","https://www.nps.gov/common/uploads/structured_data/3C840A23-1DD8-B71B-0B19E7CC6CCDF7C7.jpg","Fall Colors","NPS Photo","orange, yellow, and green colors are showing in the fall foliage"
"Voyageurs National Park","voyageurs","VOYA","https://www.nps.gov/common/uploads/structured_data/C46E3A91-C824-DAC5-5E137B57FC714764.jpeg","Hike a trail","Nicholas Durante","A view of a lake peaks through a stand of pine trees."
"White Sands National Park","white sands","WHSA","https://www.nps.gov/common/uploads/structured_data/7CA16410-A412-1F05-2D92EB04EEB27980.jpg","Sunset","NPS Photo","White dunes in foreground with sun setting behind mountain."
"White Sands National Park","white sands","WHSA","https://www.nps.gov/common/uploads/structured_data/3C7FE53E-1DD8-B71B-0BE4AEBECAB602AD.jpg","Aerial of Dunefield","NPS Photo","Aerial of white sand dunes."
"White Sands National Park","white sands","WHSA","https://www.nps.gov/common/uploads/structured_data/3C7FE691-1DD8-B71B-0B21F94DBD31A965.jpg","Ripples","NPS Photo","Close up view of ripples on a dune."
"White Sands National Park","white sands","WHSA","https://www.nps.gov/common/uploads/structured_data/3C819076-1DD8-B71B-0BBCE3AA4AF4D2CD.jpg","Fall Colors","NPS Photo","Cottonwood trees with orange leaves."
"White Sands National Park","white sands","WHSA","https://www.nps.gov/common/uploads/structured_data/3C8191DC-1DD8-B71B-0BCE7EF56096C614.jpg","Shaded Dunes","NPS Photo","Grey shadows on dunes."
"Wind Cave National Park","wind cave","WICA","https://www.nps.gov/common/uploads/structured_data/3C7ACD12-1DD8-B71B-0BEF13804E4498FF.jpg","Bison cow and calf","NPS Photo / Dan Roddy","a bison cow and calf on the prairie"
"Wind Cave National Park","wind cave","WICA","https://www.nps.gov/common/uploads/structured_data/3C7ACE71-1DD8-B71B-0BBD14BFE8C0C468.jpg","Rankin Ridge view","NPS Photo","rolling hills of forest and prairie landscape"
"Wind Cave National Park","wind cave","WICA","https://www.nps.gov/common/uploads/structured_data/3C7ACFE9-1DD8-B71B-0BA11E8BB9A0EE0D.jpg","Boxwork","NPS Photo","criss-cross-patterned calcite fins of the cave feature boxwork"
"Wind Cave National Park","wind cave","WICA","https://www.nps.gov/common/uploads/structured_data/3C7AD1AD-1DD8-B71B-0B7C9E1C79DA6F5C.jpg","Wind Cave explorer","NPS Photo","a caver with pads and helmet crawling in the cave"
"Wind Cave National Park","wind cave","WICA","https://www.nps.gov/common/uploads/structured_data/3C7AD3B1-1DD8-B71B-0BC2F74D3D134758.jpg","Prairie Dogs","NPS Photo","two prairie dogs watch from their burrow"
"Wrangell - St Elias National Park & Preserve","wrangell saint elias and","WRST","https://www.nps.gov/common/uploads/structured_data/3C7AAD63-1DD8-B71B-0BCE10FFD741A687.jpg","Icy Bay with Mt. St. Elias","NPS Photo/ Neal Herbert","Glaciers loom over the ocean with large snowy mountains rising into blue skies"
"Wrangell - St Elias National Park & Preserve","wrangell saint elias and","WRST","https://www.nps.gov/common/uploads/structured_data/3C7AAC04-1DD8-B71B-0B6534785C41D6B5.jpg","Backpackers in Mentasta Mountains","NPS Photo/ Bryan Petrtyl","Two backpackers sitting in an alpine meadow with snowy mountains in the background"
"Wrangell - St Elias National Park & Preserve","wrangell saint elias and","WRST","https://www.nps.gov/common/uploads/structured_data/3C7AB124-1DD8-B71B-0B224A3B96A7304E.jpg","Kennecott Mill Town","NPS Photo/ Matthew Yarbrough","Historic, large, red buildings with mountains in the background"
"Wrangell - St Elias National Park & Preserve","wrangell saint elias and","WRST","https://www.nps.gov/common/uploads/structured_data/3C7AB2FD-1DD8-B71B-0BC380F8D220B0BA.jpg","Logan Glacier","NPS Photo/ Bryan Petrtyl","A large glacier with stripes of different colored rock nestled in between barren mountain slopes."
"Wrangell - St Elias National Park & Preserve","wrangell saint elias and","WRST","https://www.nps.gov/common/uploads/structured_data/3C7AB5F0-1DD8-B71B-0B0A0B409DEAB3ED.jpg","Wrangell Mountains","NPS Photo/ Bryan Petrtyl","Four large snow covered mountains rise above dense forest into blue skies."
"Wrangell - St Elias National Park & Preserve","wrangell saint elias and","WRST","https://www.nps.gov/common/uploads/structured_data/9DC3E3D5-D69E-D0CC-CB5DDBE505175B32.jpg","Copper Center Visitor Center","National Park Service","Copper Center Visitor Center"
"Wrangell - St Elias National Park & Preserve","wrangell saint elias and","WRST","https://www.nps.gov/common/uploads/structured_data/9DCBE069-A954-BD79-5281A59DC8A04EDE.jpg","Slana Ranger Station","National Park Service","Slana Ranger Station"
"Wrangell - St Elias National Park & Preserve","wrangell saint elias and","WRST","https://www.nps.gov/common/uploads/structured_data/9DD39775-F416-41FB-469ABEA4388BD8F2.jpg","Chitina Ranger Station","National Park Service","Chitina Ranger Station"
"Wrangell - St Elias National Park & Preserve","wrangell saint elias and","WRST","https://www.nps.gov/common/uploads/structured_data/9DE230BE-C2B2-38C5-DF6FF368C1AB8F0B.jpg","Kennecott Visitor Center","National Park Service","Kennecott Visitor Center in the historic Blackburn School"
"Wrangell - St Elias National Park & Preserve","wrangell saint elias and","WRST","https://www.nps.gov/common/uploads/structured_data/9DED0407-CD98-60E5-7965642A3CD2DA0D.jpg","Yakutat coastal area","National Park Service","Yakutat coastal area"
"Yellowstone National Park","yellowstone","YELL","https://www.nps.gov/common/uploads/structured_data/3C7D5920-1DD8-B71B-0B83F012ED802CEA.jpg","Grand Prismatic Spring","NPS/Jim Peaco","Brilliant blues and greens of a hot spring ringed by oranges, yellows, reds, and browns."
"Yellowstone National Park","yellowstone","YELL","https://www.nps.gov/common/uploads/structured_data/3C7D2FBB-1DD8-B71B-0BED99731011CFCE.jpg","Aurum Geyser","NPS/Jim Peaco","A crowd of people standing along a wooden boardwalk watches a geyser erupt."
"Yellowstone National Park","yellowstone","YELL","https://www.nps.gov/common/uploads/structured_data/3C7D383B-1DD8-B71B-0BEC4A4D6BDF7CAD.jpg","Black Pool","NPS/Diane Renkin","A visitor stands on a boardwalk near a hot spring and a lake."
"Yellowstone National Park","yellowstone","YELL","https://www.nps.gov/common/uploads/structured_data/3C7D334F-1DD8-B71B-0B108C7771F4E854.jpg","Beehive Geyser","NPS/Jim Peaco","People on a wooden boardwalk watch a geyser erupt."
"Yellowstone National Park","yellowstone","YELL","https://www.nps.gov/common/uploads/structured_data/3C7D3BD3-1DD8-B71B-0BB607F9BAAE1271.jpg","Wolf howling","NPS/Jim Peaco","A wolf howls while standing on a snowy field."
"Yellowstone National Park","yellowstone","YELL","https://www.nps.gov/common/uploads/structured_data/3C7D573E-1DD8-B71B-0B5C0DF5BB91D043.jpg","Fishing Bridge Trailside Museum","NPS/Jim Peaco","Visitors walk into a rustic, log and stone building."
"Yellowstone National Park","yellowstone","YELL","https://www.nps.gov/common/uploads/structured_data/3C7D5AB4-1DD8-B71B-0BF91CF45345ED16.jpg","Great Fountain Geyser","NPS/Diane Renkin","A geyser erupting in the middle of a large pool."
"Yellowstone National Park","yellowstone","YELL","https://www.nps.gov/common/uploads/structured_data/3C7D610A-1DD8-B71B-0BEF676112007818.jpg","Old Faithful Geyser in winter","NPS/Jim Peaco","A crowd in front of an erupting geyser during a snowy winter day."
"Yellowstone National Park","yellowstone","YELL","https://www.nps.gov/common/uploads/structured_data/3C7D8903-1DD8-B71B-0BA8669AEEF74379.jpg","Palette Spring","NPS/Jim Peaco","Visitors walk in front of a brightly colored, terraced landscape."
"Yellowstone National Park","yellowstone","YELL","https://www.nps.gov/common/uploads/structured_data/3C7D95DD-1DD8-B71B-0BC4FA19BD72F0EC.jpg","Bighorn sheep","NPS/Peggy Olliff","Two bighorn sheep laying on the ground."
"Yellowstone National Park","yellowstone","YELL","https://www.nps.gov/common/uploads/structured_data/8A729E5B-B263-9C49-7AD4C4B8E70064E0.jpg","Lower Falls from Artist Point","NPS/Diane Renkin","A river plunges into a steep, barren canyon."
"Yellowstone National Park","yellowstone","YELL","https://www.nps.gov/common/uploads/structured_data/8A869F85-FB2E-5EAF-11367EB2DB75963D.jpg","Bison herd in a thermal area","NPS/Diane Renkin","A herd of bison grazing through a barren and steaming thermal area."
"Yellowstone National Park","yellowstone","YELL","https://www.nps.gov/common/uploads/structured_data/8A902498-9D11-D06D-E352C073E3E85A58.jpg","Grizzly bear","NPS/Jim Peaco","A grizzly bear standing on a fallen tree."
"Yellowstone National Park","yellowstone","YELL","https://www.nps.gov/common/uploads/structured_data/8AB8F1A3-D1A0-A6FB-E8E5CAA8B2937264.jpeg","Yellowstone River","NPS/Dave Krueger","A greenish river meanders through a hilly river valley."
"Yosemite National Park","yosemite","YOSE","https://www.nps.gov/common/uploads/structured_data/3C84CC4C-1DD8-B71B-0BE967E5E5D93F25.jpg","Yosemite Falls on a Winter Morning","NPS / Cindy Jacoby","Two tall waterfalls flowing down snow covered granite walls."
"Yosemite National Park","yosemite","YOSE","https://www.nps.gov/common/uploads/structured_data/05383E91-AA28-2DDC-AB517507594F9FA6.jpg","Upper Yosemite Fall and Merced River in spring","NPS Photo","Upper Yosemite Fall and Merced River in spring"
"Yosemite National Park","yosemite","YOSE","https://www.nps.gov/common/uploads/structured_data/3C84C6CF-1DD8-B71B-0B1C7CB883AA8FB1.jpg","Rainbow over Half Dome","NPS / Bob Roney","A rainbow over a mountain in the distance."
"Yosemite National Park","yosemite","YOSE","https://www.nps.gov/common/uploads/structured_data/3C84C3C0-1DD8-B71B-0BFF90B64283C3D8.jpg","Cathedral Peak and Lake in Autumn","NPS / Cindy Jacoby","A mountain reflecting in a lake."
"Yosemite National Park","yosemite","YOSE","https://www.nps.gov/common/uploads/structured_data/3C84CDD0-1DD8-B71B-0B6E5868AFC75B6B.jpg","Lower Yosemite Fall","NPS Photo / Cindy Jacoby","A waterfall flowing down a granite cliff."
"Yosemite National Park","yosemite","YOSE","https://www.nps.gov/common/uploads/structured_data/232C02DC-BE31-0C6D-E1E2D2FB1EE7E251.jpg","View of Yosemite Valley in Winter","NPS Photo","El Capitan on left, Cathedral Rocks on the right, all covered in snow, low clouds and sun"
"Yosemite National Park","yosemite","YOSE","https://www.nps.gov/common/uploads/structured_data/3C84CAEC-1DD8-B71B-0BA0EEA50BB40F8B.jpg","Yosemite Valley from Tunnel View","NPS / Cindy Jacoby","Glaciated valley with vertical cliffs."
"Yosemite National Park","yosemite","YOSE","https://www.nps.gov/common/uploads/structured_data/3C84C82D-1DD8-B71B-0B8D6902B62369E2.jpg","Glen Aulin","NPS","Mountains reflecting in water"
"Yosemite National Park","yosemite","YOSE","https://www.nps.gov/common/uploads/structured_data/3C8560E1-1DD8-B71B-0BD3183636F4B861.jpg","Giant Sequoia Trees in the Mariposa Grove of Giant Sequoias","NPS / Cindy Jacoby","Cluster of tall trees with cloudy sky."
"Yosemite National Park","yosemite","YOSE","https://www.nps.gov/common/uploads/structured_data/3C84C97E-1DD8-B71B-0B5DD2112C58C175.jpg","Tenaya Lake at Sunset","NPS","Mountains surrounding a lake."
"Yosemite National Park","yosemite","YOSE","https://www.nps.gov/common/uploads/structured_data/3C84CF74-1DD8-B71B-0B9C7FF83F7C68EB.jpg","Half Dome","NPS / Cindy Jacoby","Granite dome with trace amounts of snow."
"Yosemite National Park","yosemite","YOSE","https://www.nps.gov/common/uploads/structured_data/058C8410-D5BA-32F4-BC468014AF42CB0B.jpg","El Capitan","NPS Photo/ Christine Fey","El Capitan and reflection in Merced River with some low clouds"
"Zion National Park","zion","ZION","https://www.nps.gov/common/uploads/structured_data/68BFC1AC-BF96-629F-89D261D78F181C64.jpg","The Watchman","NPS/Shane Carte","A triangular sandstone mountain overlooks green and yellow foliage. A cloudy blue sky is overhead."
"Zion National Park","zion","ZION","https://www.nps.gov/common/uploads/structured_data/69162F54-D4AF-8695-A42F97A8F9774C19.jpg","The Towers of the Virgin","NPS/Jesse Nelson","The sun sets behind large red and white towers of sandstone."
"Zion National Park","zion","ZION","https://www.nps.gov/common/uploads/structured_data/68D46E7D-A116-A443-ABA04AD1DD785208.jpg","Zion Canyon Visitor Center","NPS","A sandstone and glass building surrounded by tall trees with a mountain behind it."
"Zion National Park","zion","ZION","https://www.nps.gov/common/uploads/structured_data/68ED8C2C-A9D3-90B2-BBC96E7A21BC3744.jpg","The Narrows","NPS","Tall, red, sandstone walls enclose a narrow river."
"Zion National Park","zion","ZION","https://www.nps.gov/common/uploads/structured_data/69033C8D-B439-855D-6B260FB2F4CDB53B.jpg","Kolob Arch","NPS","A red sandstone arch under a clear blue sky."
