"Activity_ID","Activity_Name","Park_Code","Park_Full_Name","Park_URL"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","acad","Acadia National Park","https://www.nps.gov/acad/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","afbg","African Burial Ground National Monument","https://www.nps.gov/afbg/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","agfo","Agate Fossil Beds National Monument","https://www.nps.gov/agfo/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","alfl","Alibates Flint Quarries National Monument","https://www.nps.gov/alfl/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","alka","Ala Kahakai National Historic Trail","https://www.nps.gov/alka/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","alpo","Allegheny Portage Railroad National Historic Site","https://www.nps.gov/alpo/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","amme","American Memorial Park","https://www.nps.gov/amme/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","anjo","Andrew Johnson National Historic Site","https://www.nps.gov/anjo/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","apco","Appomattox Court House National Historical Park","https://www.nps.gov/apco/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","arch","Arches National Park","https://www.nps.gov/arch/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","arpo","Arkansas Post National Memorial","https://www.nps.gov/arpo/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","asis","Assateague Island National Seashore","https://www.nps.gov/asis/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","azru","Aztec Ruins National Monument","https://www.nps.gov/azru/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","band","Bandelier National Monument","https://www.nps.gov/band/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","beol","Bent's Old Fort National Historic Site","https://www.nps.gov/beol/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","bica","Bighorn Canyon National Recreation Area","https://www.nps.gov/bica/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","bicy","Big Cypress National Preserve","https://www.nps.gov/bicy/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","biho","Big Hole National Battlefield","https://www.nps.gov/biho/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","biso","Big South Fork National River & Recreation Area","https://www.nps.gov/biso/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","blri","Blue Ridge Parkway","https://www.nps.gov/blri/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","boha","Boston Harbor Islands National Recreation Area","https://www.nps.gov/boha/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","bowa","Booker T Washington National Monument","https://www.nps.gov/bowa/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","cacl","Castle Clinton National Monument","https://www.nps.gov/cacl/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","cagr","Casa Grande Ruins National Monument","https://www.nps.gov/cagr/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","cahi","Capitol Hill Parks","https://www.nps.gov/cahi/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","cajo","Captain John Smith Chesapeake National Historic Trail","https://www.nps.gov/cajo/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","care","Capitol Reef National Park","https://www.nps.gov/care/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","cari","Cane River Creole National Historical Park","https://www.nps.gov/cari/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","carl","Carl Sandburg Home National Historic Site","https://www.nps.gov/carl/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","cebr","Cedar Breaks National Monument","https://www.nps.gov/cebr/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","cham","Chamizal National Memorial","https://www.nps.gov/cham/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","chri","Christiansted National Historic Site","https://www.nps.gov/chri/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","chsc","Little Rock Central High School National Historic Site","https://www.nps.gov/chsc/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","colo","Colonial National Historical Park","https://www.nps.gov/colo/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","cuva","Cuyahoga Valley National Park","https://www.nps.gov/cuva/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","cwdw","Civil War Defenses of Washington","https://www.nps.gov/cwdw/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","dena","Denali National Park & Preserve","https://www.nps.gov/dena/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","dewa","Delaware Water Gap National Recreation Area","https://www.nps.gov/dewa/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","elca","El Camino Real de Tierra Adentro National Historic Trail","https://www.nps.gov/elca/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","elma","El Malpais National Monument","https://www.nps.gov/elma/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","elmo","El Morro National Monument","https://www.nps.gov/elmo/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","euon","Eugene O'Neill National Historic Site","https://www.nps.gov/euon/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","feha","Federal Hall National Memorial","https://www.nps.gov/feha/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","fiis","Fire Island National Seashore","https://www.nps.gov/fiis/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","foda","Fort Davis National Historic Site","https://www.nps.gov/foda/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","fodu","Fort Dupont Park","https://www.nps.gov/fodu/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","fomc","Fort McHenry National Monument and Historic Shrine","https://www.nps.gov/fomc/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","fopo","Fort Point National Historic Site","https://www.nps.gov/fopo/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","fora","Fort Raleigh National Historic Site","https://www.nps.gov/fora/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","fost","Fort Stanwix National Monument","https://www.nps.gov/fost/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","foth","Ford's Theatre National Historic Site","https://www.nps.gov/foth/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","fous","Fort Union Trading Post National Historic Site","https://www.nps.gov/fous/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","fova","Fort Vancouver National Historic Site","https://www.nps.gov/fova/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","gewa","George Washington Birthplace National Monument","https://www.nps.gov/gewa/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","glac","Glacier National Park","https://www.nps.gov/glac/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","glba","Glacier Bay National Park & Preserve","https://www.nps.gov/glba/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","glec","Glen Echo Park","https://www.nps.gov/glec/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","goga","Golden Gate National Recreation Area","https://www.nps.gov/goga/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","grca","Grand Canyon National Park","https://www.nps.gov/grca/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","grko","Grant-Kohrs Ranch National Historic Site","https://www.nps.gov/grko/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","grpo","Grand Portage National Monument","https://www.nps.gov/grpo/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","grsa","Great Sand Dunes National Park & Preserve","https://www.nps.gov/grsa/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","grsm","Great Smoky Mountains National Park","https://www.nps.gov/grsm/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","grte","Grand Teton National Park","https://www.nps.gov/grte/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","guco","Guilford Courthouse National Military Park","https://www.nps.gov/guco/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","gwca","George Washington Carver National Monument","https://www.nps.gov/gwca/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","gwmp","George Washington Memorial Parkway","https://www.nps.gov/gwmp/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","hagr","Hamilton Grange National Memorial","https://www.nps.gov/hagr/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","hamp","Hampton National Historic Site","https://www.nps.gov/hamp/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","havo","Hawaiʻi Volcanoes National Park","https://www.nps.gov/havo/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","heho","Herbert Hoover National Historic Site","https://www.nps.gov/heho/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","hobe","Horseshoe Bend National Military Park","https://www.nps.gov/hobe/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","hocu","Hopewell Culture National Historical Park","https://www.nps.gov/hocu/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","hofu","Hopewell Furnace National Historic Site","https://www.nps.gov/hofu/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","home","Homestead National Historical Park","https://www.nps.gov/home/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","hutr","Hubbell Trading Post National Historic Site","https://www.nps.gov/hutr/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","indu","Indiana Dunes National Park","https://www.nps.gov/indu/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","inup","Iñupiat Heritage Center","https://www.nps.gov/inup/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","isro","Isle Royale National Park","https://www.nps.gov/isro/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","jazz","New Orleans Jazz National Historical Park","https://www.nps.gov/jazz/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","jela","Jean Lafitte National Historical Park and Preserve","https://www.nps.gov/jela/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","kaho","Kaloko-Honokōhau National Historical Park","https://www.nps.gov/kaho/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","keaq","Kenilworth Park & Aquatic Gardens","https://www.nps.gov/keaq/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","klgo","Klondike Gold Rush National Historical Park","https://www.nps.gov/klgo/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","knri","Knife River Indian Villages National Historic Site","https://www.nps.gov/knri/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","libo","Lincoln Boyhood National Memorial","https://www.nps.gov/libo/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","liho","Lincoln Home National Historic Site","https://www.nps.gov/liho/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","loea","Lower East Side Tenement Museum National Historic Site","https://www.nps.gov/loea/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","long","Longfellow House Washington's Headquarters National Historic Site","https://www.nps.gov/long/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","lowe","Lowell National Historical Park","https://www.nps.gov/lowe/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","maac","Maine Acadian Culture","https://www.nps.gov/maac/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","mabi","Marsh - Billings - Rockefeller National Historical Park","https://www.nps.gov/mabi/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","mall","**********National Mall**********","https://www.nps.gov/mall/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","malu","Martin Luther King, Jr. National Historical Park","https://www.nps.gov/malu/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","mava","Martin Van Buren National Historic Site","https://www.nps.gov/mava/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","moca","Montezuma Castle National Monument","https://www.nps.gov/moca/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","mocr","Moores Creek National Battlefield","https://www.nps.gov/mocr/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","morr","Morristown National Historical Park","https://www.nps.gov/morr/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","nama","National Mall and Memorial Parks","https://www.nps.gov/nama/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","nava","Navajo National Monument","https://www.nps.gov/nava/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","nepe","Nez Perce National Historical Park","https://www.nps.gov/nepe/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","neri","New River Gorge National Park & Preserve","https://www.nps.gov/neri/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","npnh","National Parks of New York Harbor","https://www.nps.gov/npnh/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","npsa","National Park of American Samoa","https://www.nps.gov/npsa/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","olsp","Old Spanish National Historic Trail","https://www.nps.gov/olsp/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","paal","Palo Alto Battlefield National Historical Park","https://www.nps.gov/paal/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","pagr","Paterson Great Falls National Historical Park","https://www.nps.gov/pagr/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","pais","Padre Island National Seashore","https://www.nps.gov/pais/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","peco","Pecos National Historical Park","https://www.nps.gov/peco/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","pefo","Petrified Forest National Park","https://www.nps.gov/pefo/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","pevi","Perry's Victory & International Peace Memorial","https://www.nps.gov/pevi/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","pipe","Pipestone National Monument","https://www.nps.gov/pipe/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","pisp","Pipe Spring National Monument","https://www.nps.gov/pisp/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","prsf","Presidio of San Francisco","https://www.nps.gov/prsf/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","prwi","Prince William Forest Park","https://www.nps.gov/prwi/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","puhe","Puʻukoholā Heiau National Historic Site","https://www.nps.gov/puhe/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","puho","Puʻuhonua o Hōnaunau National Historical Park","https://www.nps.gov/puho/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","redw","Redwood National and State Parks","https://www.nps.gov/redw/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","rira","River Raisin National Battlefield Park","https://www.nps.gov/rira/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","rocr","Rock Creek Park","https://www.nps.gov/rocr/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","romo","Rocky Mountain National Park","https://www.nps.gov/romo/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","rowi","Roger Williams National Memorial","https://www.nps.gov/rowi/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","saan","San Antonio Missions National Historical Park","https://www.nps.gov/saan/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","safe","Santa Fe National Historic Trail","https://www.nps.gov/safe/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","safr","San Francisco Maritime National Historical Park","https://www.nps.gov/safr/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","saga","Saint-Gaudens National Historical Park","https://www.nps.gov/saga/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","sagu","Saguaro National Park","https://www.nps.gov/sagu/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","sahi","Sagamore Hill National Historic Site","https://www.nps.gov/sahi/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","sajh","San Juan Island National Historical Park","https://www.nps.gov/sajh/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","saju","San Juan National Historic Site","https://www.nps.gov/saju/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","sapa","Saint Paul's Church National Historic Site","https://www.nps.gov/sapa/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","sara","Saratoga National Historical Park","https://www.nps.gov/sara/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","scbl","Scotts Bluff National Monument","https://www.nps.gov/scbl/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","shil","Shiloh National Military Park","https://www.nps.gov/shil/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","sitk","Sitka National Historical Park","https://www.nps.gov/sitk/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","stge","Ste. Geneviève National Historical Park","https://www.nps.gov/stge/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","stri","Stones River National Battlefield","https://www.nps.gov/stri/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","stsp","Star-Spangled Banner National Historic Trail","https://www.nps.gov/stsp/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","tapr","Tallgrass Prairie National Preserve","https://www.nps.gov/tapr/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","thco","Thomas Cole National Historic Site","https://www.nps.gov/thco/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","thri","Theodore Roosevelt Inaugural National Historic Site","https://www.nps.gov/thri/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","till","Emmett Till and Mamie Till-Mobley National Monument","https://www.nps.gov/till/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","tosy","Touro Synagogue National Historic Site","https://www.nps.gov/tosy/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","trte","Trail Of Tears National Historic Trail","https://www.nps.gov/trte/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","tuma","Tumacácori National Historical Park","https://www.nps.gov/tuma/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","ulsg","Ulysses S Grant National Historic Site","https://www.nps.gov/ulsg/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","vama","Vanderbilt Mansion National Historic Site","https://www.nps.gov/vama/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","viis","Virgin Islands National Park","https://www.nps.gov/viis/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","voya","Voyageurs National Park","https://www.nps.gov/voya/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","waba","Washita Battlefield National Historic Site","https://www.nps.gov/waba/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","wefa","Weir Farm National Historical Park","https://www.nps.gov/wefa/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","whho","The White House and President's Park","https://www.nps.gov/whho/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","whmi","Whitman Mission National Historic Site","https://www.nps.gov/whmi/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","wicr","Wilson's Creek National Battlefield","https://www.nps.gov/wicr/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","wotr","Wolf Trap National Park for the Performing Arts","https://www.nps.gov/wotr/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","wrst","Wrangell - St Elias National Park & Preserve","https://www.nps.gov/wrst/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","yell","Yellowstone National Park","https://www.nps.gov/yell/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","yose","Yosemite National Park","https://www.nps.gov/yose/index.htm"
"09DF0950-D319-4557-A57E-04CD2F63FF42","Arts and Culture","zion","Zion National Park","https://www.nps.gov/zion/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","abli","Abraham Lincoln Birthplace National Historical Park","https://www.nps.gov/abli/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","acad","Acadia National Park","https://www.nps.gov/acad/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","agfo","Agate Fossil Beds National Monument","https://www.nps.gov/agfo/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","appa","Appalachian National Scenic Trail","https://www.nps.gov/appa/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","arch","Arches National Park","https://www.nps.gov/arch/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","asis","Assateague Island National Seashore","https://www.nps.gov/asis/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","badl","Badlands National Park","https://www.nps.gov/badl/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","band","Bandelier National Monument","https://www.nps.gov/band/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","bibe","Big Bend National Park","https://www.nps.gov/bibe/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","bica","Bighorn Canyon National Recreation Area","https://www.nps.gov/bica/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","bicy","Big Cypress National Preserve","https://www.nps.gov/bicy/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","biso","Big South Fork National River & Recreation Area","https://www.nps.gov/biso/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","blca","Black Canyon Of The Gunnison National Park","https://www.nps.gov/blca/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","brca","Bryce Canyon National Park","https://www.nps.gov/brca/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","caha","Cape Hatteras National Seashore","https://www.nps.gov/caha/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","calo","Cape Lookout National Seashore","https://www.nps.gov/calo/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","cany","Canyonlands National Park","https://www.nps.gov/cany/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","care","Capitol Reef National Park","https://www.nps.gov/care/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","cave","Carlsbad Caverns National Park","https://www.nps.gov/cave/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","cavo","Capulin Volcano National Monument","https://www.nps.gov/cavo/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","cebr","Cedar Breaks National Monument","https://www.nps.gov/cebr/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","chcu","Chaco Culture National Historical Park","https://www.nps.gov/chcu/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","chic","Chickasaw National Recreation Area","https://www.nps.gov/chic/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","chir","Chiricahua National Monument","https://www.nps.gov/chir/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","chis","Channel Islands National Park","https://www.nps.gov/chis/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","ciro","City Of Rocks National Reserve","https://www.nps.gov/ciro/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","crla","Crater Lake National Park","https://www.nps.gov/crla/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","crmo","Craters Of The Moon National Monument & Preserve","https://www.nps.gov/crmo/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","cure","Curecanti National Recreation Area","https://www.nps.gov/cure/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","dena","Denali National Park & Preserve","https://www.nps.gov/dena/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","depo","Devils Postpile National Monument","https://www.nps.gov/depo/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","deto","Devils Tower National Monument","https://www.nps.gov/deto/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","deva","Death Valley National Park","https://www.nps.gov/deva/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","dino","Dinosaur National Monument","https://www.nps.gov/dino/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","drto","Dry Tortugas National Park","https://www.nps.gov/drto/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","ebla","Ebey's Landing National Historical Reserve","https://www.nps.gov/ebla/index.htm"
"13A57703-BB1A-41A2-94B8-53B692EB7238","Astronomy","elma","El Malpais National Monument","https://www.nps.gov/elma/index.htm"
