ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2025,7,"73,599",45,"517,098",45,0,0,"3,959","5,730","1,840",0,"1,950",Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2025,"432,498",470,2996950,470,0,0,"22,136","33,061","11,513",0,"10,433"
Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2025,8,"61,477",45,"448,526",45,0,0,"3,374","5,238","1,706",0,"1,793",Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2025,"432,498",470,2996950,470,0,0,"22,136","33,061","11,513",0,"10,433"
Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2025,9,"41,565",45,"322,490",45,0,0,"2,721","4,040","1,145",0,"1,286",Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2025,"432,498",470,2996950,470,0,0,"22,136","33,061","11,513",0,"10,433"
Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2025,10,"33,912",35,"256,676",35,0,0,"2,086","3,340",948,0,768,Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2025,"432,498",470,2996950,470,0,0,"22,136","33,061","11,513",0,"10,433"
Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2025,11,"12,679",35,"52,425",35,0,0,0,0,460,0,0,Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2025,"432,498",470,2996950,470,0,0,"22,136","33,061","11,513",0,"10,433"
Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2025,12,"9,569",35,"34,814",35,0,0,0,0,106,0,0,Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2025,"432,498",470,2996950,470,0,0,"22,136","33,061","11,513",0,"10,433"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2025,1,"276,999","686,000","742,084","686,000",0,0,464,373,767,0,0,Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2025,"11,527,939","10,832,000",44889775,"5,416,000","10,162",0,"188,422","141,354","68,095",0,"40,767"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2025,2,"409,449","701,000","1,062,488","701,000",0,0,598,402,"1,071",0,0,Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2025,"11,527,939","10,832,000",44889775,"5,416,000","10,162",0,"188,422","141,354","68,095",0,"40,767"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2025,3,"845,724","920,000","2,567,579","920,000",308,0,"7,979","3,723","7,493",0,0,Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2025,"11,527,939","10,832,000",44889775,"5,416,000","10,162",0,"188,422","141,354","68,095",0,"40,767"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2025,4,"986,442","870,000","3,188,751","870,000","1,097",0,"10,301","8,766","10,296",0,"1,452",Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2025,"11,527,939","10,832,000",44889775,"5,416,000","10,162",0,"188,422","141,354","68,095",0,"40,767"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2025,5,"1,114,160","805,000","5,183,911","805,000","1,287",0,"25,080","20,269","10,698",0,"5,889",Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2025,"11,527,939","10,832,000",44889775,"5,416,000","10,162",0,"188,422","141,354","68,095",0,"40,767"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2025,6,"1,336,144","999,000","6,512,606","999,000","1,388",0,"38,907","23,848","8,450",0,"8,533",Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2025,"11,527,939","10,832,000",44889775,"5,416,000","10,162",0,"188,422","141,354","68,095",0,"40,767"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2025,7,"1,435,337","1,016,000","6,593,187","1,016,000","1,307",0,"31,155","21,620","5,479",0,"8,000",Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2025,"11,527,939","10,832,000",44889775,"5,416,000","10,162",0,"188,422","141,354","68,095",0,"40,767"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2025,8,"998,056","964,000","4,854,238","964,000","1,331",0,"22,900","15,378","4,962",0,"6,160",Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2025,"11,527,939","10,832,000",44889775,"5,416,000","10,162",0,"188,422","141,354","68,095",0,"40,767"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2025,9,"981,366","994,000","4,344,179","994,000","1,231",0,"16,610","16,247","4,725",0,"4,396",Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2025,"11,527,939","10,832,000",44889775,"5,416,000","10,162",0,"188,422","141,354","68,095",0,"40,767"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2025,10,"1,561,683","1,239,000","5,336,105","1,239,000","1,262",0,"26,113","22,756","9,248",0,"6,310",Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2025,"11,527,939","10,832,000",44889775,"5,416,000","10,162",0,"188,422","141,354","68,095",0,"40,767"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2025,11,"867,677","996,000","2,624,241","996,000",951,0,"6,870","7,040","3,623",0,27,Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2025,"11,527,939","10,832,000",44889775,"5,416,000","10,162",0,"188,422","141,354","68,095",0,"40,767"
Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2025,12,"714,902","642,000","1,880,406","642,000",0,0,"1,445",932,"1,283",0,0,Great Smoky Mountains NP,GRSM,National Park,Southeast ,TN,2025,"11,527,939","10,832,000",44889775,"5,416,000","10,162",0,"188,422","141,354","68,095",0,"40,767"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,1,"8,692",120,"32,749",120,0,0,852,602,106,0,298,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,"206,423","1,440",606155,"1,440",0,0,"16,918","8,254","2,686",0,"4,505"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,2,"16,664",120,"39,714",120,0,0,978,736,111,0,206,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,"206,423","1,440",606155,"1,440",0,0,"16,918","8,254","2,686",0,"4,505"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,3,"30,339",120,"96,518",120,0,0,"2,216","1,138",598,0,858,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,"206,423","1,440",606155,"1,440",0,0,"16,918","8,254","2,686",0,"4,505"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,4,"28,735",120,"63,892",120,0,0,"1,752",888,202,0,351,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,"206,423","1,440",606155,"1,440",0,0,"16,918","8,254","2,686",0,"4,505"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,5,"17,702",120,"53,185",120,0,0,"1,732",556,192,0,351,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,"206,423","1,440",606155,"1,440",0,0,"16,918","8,254","2,686",0,"4,505"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,6,"12,543",120,"40,218",120,0,0,"1,370",461,115,0,331,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,"206,423","1,440",606155,"1,440",0,0,"16,918","8,254","2,686",0,"4,505"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,7,"11,328",120,"32,890",120,0,0,977,464,113,0,157,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,"206,423","1,440",606155,"1,440",0,0,"16,918","8,254","2,686",0,"4,505"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,8,"8,714",120,"23,382",120,0,0,847,286,74,0,100,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,"206,423","1,440",606155,"1,440",0,0,"16,918","8,254","2,686",0,"4,505"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,9,"12,459",120,"33,978",120,0,0,"1,009",541,64,0,257,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,"206,423","1,440",606155,"1,440",0,0,"16,918","8,254","2,686",0,"4,505"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,10,"17,288",120,"59,365",120,0,0,"1,792",822,360,0,577,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,"206,423","1,440",606155,"1,440",0,0,"16,918","8,254","2,686",0,"4,505"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,11,"15,228",120,"69,793",120,0,0,"1,810",930,489,0,671,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,"206,423","1,440",606155,"1,440",0,0,"16,918","8,254","2,686",0,"4,505"
Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,12,"26,731",120,"60,471",120,0,0,"1,583",830,262,0,348,Guadalupe Mountains NP,GUMO,National Park,Intermountain ,TX,2025,"206,423","1,440",606155,"1,440",0,0,"16,918","8,254","2,686",0,"4,505"
Haleakala NP,HALE,National Park,Pacific West ,HI,2025,1,"59,527","1,680","185,077","1,680",0,0,"1,731",0,409,0,611,Haleakala NP,HALE,National Park,Pacific West ,HI,2025,"853,711","20,160",2379537,"20,160",0,0,"18,163",0,"3,862",0,"5,980"
Haleakala NP,HALE,National Park,Pacific West ,HI,2025,2,"60,141","1,680","172,385","1,680",0,0,"1,459",0,270,0,442,Haleakala NP,HALE,National Park,Pacific West ,HI,2025,"853,711","20,160",2379537,"20,160",0,0,"18,163",0,"3,862",0,"5,980"
Haleakala NP,HALE,National Park,Pacific West ,HI,2025,3,"76,026","1,680","177,684","1,680",0,0,837,0,148,0,83,Haleakala NP,HALE,National Park,Pacific West ,HI,2025,"853,711","20,160",2379537,"20,160",0,0,"18,163",0,"3,862",0,"5,980"
Haleakala NP,HALE,National Park,Pacific West ,HI,2025,4,"65,751","1,680","193,661","1,680",0,0,"1,641",0,408,0,541,Haleakala NP,HALE,National Park,Pacific West ,HI,2025,"853,711","20,160",2379537,"20,160",0,0,"18,163",0,"3,862",0,"5,980"
Haleakala NP,HALE,National Park,Pacific West ,HI,2025,5,"77,060","1,680","211,481","1,680",0,0,"1,615",0,297,0,478,Haleakala NP,HALE,National Park,Pacific West ,HI,2025,"853,711","20,160",2379537,"20,160",0,0,"18,163",0,"3,862",0,"5,980"
Haleakala NP,HALE,National Park,Pacific West ,HI,2025,6,"72,944","1,680","216,160","1,680",0,0,"1,913",0,396,0,619,Haleakala NP,HALE,National Park,Pacific West ,HI,2025,"853,711","20,160",2379537,"20,160",0,0,"18,163",0,"3,862",0,"5,980"
Haleakala NP,HALE,National Park,Pacific West ,HI,2025,7,"91,757","1,680","257,746","1,680",0,0,"1,979",0,514,0,600,Haleakala NP,HALE,National Park,Pacific West ,HI,2025,"853,711","20,160",2379537,"20,160",0,0,"18,163",0,"3,862",0,"5,980"
Haleakala NP,HALE,National Park,Pacific West ,HI,2025,8,"82,328","1,680","231,712","1,680",0,0,"1,776",0,448,0,570,Haleakala NP,HALE,National Park,Pacific West ,HI,2025,"853,711","20,160",2379537,"20,160",0,0,"18,163",0,"3,862",0,"5,980"
Haleakala NP,HALE,National Park,Pacific West ,HI,2025,9,"65,902","1,680","180,451","1,680",0,0,"1,293",0,293,0,441,Haleakala NP,HALE,National Park,Pacific West ,HI,2025,"853,711","20,160",2379537,"20,160",0,0,"18,163",0,"3,862",0,"5,980"
Haleakala NP,HALE,National Park,Pacific West ,HI,2025,10,"58,085","1,680","164,217","1,680",0,0,"1,270",0,231,0,501,Haleakala NP,HALE,National Park,Pacific West ,HI,2025,"853,711","20,160",2379537,"20,160",0,0,"18,163",0,"3,862",0,"5,980"
Haleakala NP,HALE,National Park,Pacific West ,HI,2025,11,"68,188","1,680","184,568","1,680",0,0,"1,227",0,302,0,479,Haleakala NP,HALE,National Park,Pacific West ,HI,2025,"853,711","20,160",2379537,"20,160",0,0,"18,163",0,"3,862",0,"5,980"
Haleakala NP,HALE,National Park,Pacific West ,HI,2025,12,"76,002","1,680","204,395","1,680",0,0,"1,422",0,146,0,615,Haleakala NP,HALE,National Park,Pacific West ,HI,2025,"853,711","20,160",2379537,"20,160",0,0,"18,163",0,"3,862",0,"5,980"
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,1,"181,117","148,928","1,118,976","148,928","2,813",365,156,0,520,0,"6,920",Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,"1,877,854","1,881,982",11543259,"621,054","33,480","4,867","1,134",0,"5,123",0,"65,983"
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,2,"158,216","148,216","963,107","148,216","2,411",479,78,0,415,0,"5,477",Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,"1,877,854","1,881,982",11543259,"621,054","33,480","4,867","1,134",0,"5,123",0,"65,983"
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,3,"162,193","157,216","1,016,635","157,216","2,869",450,82,0,389,0,"6,647",Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,"1,877,854","1,881,982",11543259,"621,054","33,480","4,867","1,134",0,"5,123",0,"65,983"
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,4,"147,328","150,184","923,969","150,184","2,830",329,31,0,293,0,"6,187",Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,"1,877,854","1,881,982",11543259,"621,054","33,480","4,867","1,134",0,"5,123",0,"65,983"
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,5,"143,362","146,477","900,954","146,477","2,752",381,29,0,516,0,"5,513",Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,"1,877,854","1,881,982",11543259,"621,054","33,480","4,867","1,134",0,"5,123",0,"65,983"
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,6,"173,228","155,341","1,076,334","155,341","3,043",418,63,0,590,0,"6,428",Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,"1,877,854","1,881,982",11543259,"621,054","33,480","4,867","1,134",0,"5,123",0,"65,983"
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,7,"171,827","161,335","1,092,076","161,335","3,316",757,76,0,340,0,"7,333",Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,"1,877,854","1,881,982",11543259,"621,054","33,480","4,867","1,134",0,"5,123",0,"65,983"
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,8,"157,880","188,105","969,223","188,105","3,056",489,88,0,303,0,"5,270",Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,"1,877,854","1,881,982",11543259,"621,054","33,480","4,867","1,134",0,"5,123",0,"65,983"
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,9,"129,940","158,489","765,893","158,489","2,483",298,69,0,197,0,"3,317",Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,"1,877,854","1,881,982",11543259,"621,054","33,480","4,867","1,134",0,"5,123",0,"65,983"
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,10,"125,237","157,078","783,068","157,078","2,779",342,127,0,526,0,"4,410",Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,"1,877,854","1,881,982",11543259,"621,054","33,480","4,867","1,134",0,"5,123",0,"65,983"
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,11,"157,374","152,050","923,000","152,050","2,388",274,131,0,450,0,"3,843",Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,"1,877,854","1,881,982",11543259,"621,054","33,480","4,867","1,134",0,"5,123",0,"65,983"
Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,12,"170,152","158,563","1,010,024","158,563","2,740",285,204,0,584,0,"4,638",Hawaii Volcanoes NP,HAVO,National Park,Pacific West ,HI,2025,"1,877,854","1,881,982",11543259,"621,054","33,480","4,867","1,134",0,"5,123",0,"65,983"
Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,1,"106,185","12,373","332,434","12,373",0,0,49,"2,981",0,0,0,Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,"2,494,611","149,234",7071001,"170,128",0,0,"2,296","31,944",0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,2,"231,464","12,346","649,007","12,346",0,0,40,"2,783",0,0,0,Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,"2,494,611","149,234",7071001,"170,128",0,0,"2,296","31,944",0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,3,"252,503","12,446","691,047","12,446",0,0,0,"2,232",0,0,0,Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,"2,494,611","149,234",7071001,"170,128",0,0,"2,296","31,944",0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,4,"184,431","12,459","547,343","12,459",0,0,10,"3,750",0,0,0,Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,"2,494,611","149,234",7071001,"170,128",0,0,"2,296","31,944",0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,5,"189,150","12,497","539,805","12,497",0,0,50,"2,729",0,0,0,Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,"2,494,611","149,234",7071001,"170,128",0,0,"2,296","31,944",0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,6,"351,571","12,738","964,801","12,738",0,0,53,"3,186",0,0,0,Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,"2,494,611","149,234",7071001,"170,128",0,0,"2,296","31,944",0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,7,"279,268","12,572","783,146","12,572",0,0,61,"3,350",0,0,0,Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,"2,494,611","149,234",7071001,"170,128",0,0,"2,296","31,944",0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,8,"256,523","12,330","709,758","12,330",0,0,67,"2,586",0,0,0,Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,"2,494,611","149,234",7071001,"170,128",0,0,"2,296","31,944",0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,9,"169,340","12,312","485,591","12,312",0,0,62,"2,542",0,0,0,Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,"2,494,611","149,234",7071001,"170,128",0,0,"2,296","31,944",0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,10,"147,930","12,311","434,100","12,311",0,0,403,"2,367",0,0,0,Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,"2,494,611","149,234",7071001,"170,128",0,0,"2,296","31,944",0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,11,"163,113","12,388","472,230","12,388",0,0,559,"2,174",0,0,0,Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,"2,494,611","149,234",7071001,"170,128",0,0,"2,296","31,944",0,0,0
Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,12,"163,133","12,462","461,739","12,462",0,0,942,"1,264",0,0,0,Hot Springs NP,HOSP,National Park,Midwest ,AR,2025,"2,494,611","149,234",7071001,"170,128",0,0,"2,296","31,944",0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2025,1,"86,797",335,"173,593",335,0,0,0,0,0,0,0,Indiana Dunes NP,INDU,National Park,Midwest ,IN,2025,"2,629,497","3,943",7210004,"1,968",0,0,"24,948","14,371",0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2025,2,"68,915",302,"137,831",302,0,0,0,0,0,0,0,Indiana Dunes NP,INDU,National Park,Midwest ,IN,2025,"2,629,497","3,943",7210004,"1,968",0,0,"24,948","14,371",0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2025,3,"124,329",335,"248,659",335,0,0,0,0,0,0,0,Indiana Dunes NP,INDU,National Park,Midwest ,IN,2025,"2,629,497","3,943",7210004,"1,968",0,0,"24,948","14,371",0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2025,4,"137,336",324,"318,642",324,0,0,"1,500",942,0,0,0,Indiana Dunes NP,INDU,National Park,Midwest ,IN,2025,"2,629,497","3,943",7210004,"1,968",0,0,"24,948","14,371",0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2025,5,"271,854",335,"654,861",335,0,0,"3,748","2,427",0,0,0,Indiana Dunes NP,INDU,National Park,Midwest ,IN,2025,"2,629,497","3,943",7210004,"1,968",0,0,"24,948","14,371",0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2025,6,"425,848",324,"1,398,462",324,0,0,"4,501","2,216",0,0,0,Indiana Dunes NP,INDU,National Park,Midwest ,IN,2025,"2,629,497","3,943",7210004,"1,968",0,0,"24,948","14,371",0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2025,7,"423,731",335,"1,397,132",335,0,0,"5,025","1,972",0,0,0,Indiana Dunes NP,INDU,National Park,Midwest ,IN,2025,"2,629,497","3,943",7210004,"1,968",0,0,"24,948","14,371",0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2025,8,"393,665",335,"1,303,030",335,0,0,"4,625","2,154",0,0,0,Indiana Dunes NP,INDU,National Park,Midwest ,IN,2025,"2,629,497","3,943",7210004,"1,968",0,0,"24,948","14,371",0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2025,9,"259,298",324,"623,891",324,0,0,"3,190","2,660",0,0,0,Indiana Dunes NP,INDU,National Park,Midwest ,IN,2025,"2,629,497","3,943",7210004,"1,968",0,0,"24,948","14,371",0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2025,10,"202,163",335,"482,781",335,0,0,"2,359","2,000",0,0,0,Indiana Dunes NP,INDU,National Park,Midwest ,IN,2025,"2,629,497","3,943",7210004,"1,968",0,0,"24,948","14,371",0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2025,11,"103,630",324,"207,259",324,0,0,0,0,0,0,0,Indiana Dunes NP,INDU,National Park,Midwest ,IN,2025,"2,629,497","3,943",7210004,"1,968",0,0,"24,948","14,371",0,0,0
Indiana Dunes NP,INDU,National Park,Midwest ,IN,2025,12,"131,931",335,"263,863",335,0,0,0,0,0,0,0,Indiana Dunes NP,INDU,National Park,Midwest ,IN,2025,"2,629,497","3,943",7210004,"1,968",0,0,"24,948","14,371",0,0,0
Isle Royale NP,ISRO,National Park,Midwest ,MI,2025,1,0,0,0,0,0,0,0,0,0,0,0,Isle Royale NP,ISRO,National Park,Midwest ,MI,2025,"29,091",104,1464424,"37,116","13,878",225,"5,349",0,"25,851","1,545","16,331"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2025,2,0,13,0,13,0,0,0,0,0,146,0,Isle Royale NP,ISRO,National Park,Midwest ,MI,2025,"29,091",104,1464424,"37,116","13,878",225,"5,349",0,"25,851","1,545","16,331"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2025,3,0,0,0,0,0,0,0,0,0,0,0,Isle Royale NP,ISRO,National Park,Midwest ,MI,2025,"29,091",104,1464424,"37,116","13,878",225,"5,349",0,"25,851","1,545","16,331"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2025,4,69,5,577,5,0,0,0,0,0,5,24,Isle Royale NP,ISRO,National Park,Midwest ,MI,2025,"29,091",104,1464424,"37,116","13,878",225,"5,349",0,"25,851","1,545","16,331"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2025,5,"1,542",13,"26,431",13,223,0,66,0,299,303,502,Isle Royale NP,ISRO,National Park,Midwest ,MI,2025,"29,091",104,1464424,"37,116","13,878",225,"5,349",0,"25,851","1,545","16,331"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2025,6,"6,362",19,"317,324",19,"3,720",21,"1,076",0,"5,260",352,"3,251",Isle Royale NP,ISRO,National Park,Midwest ,MI,2025,"29,091",104,1464424,"37,116","13,878",225,"5,349",0,"25,851","1,545","16,331"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2025,7,"8,484",16,"431,001",16,"4,421",97,"1,189",0,"5,896",266,"6,461",Isle Royale NP,ISRO,National Park,Midwest ,MI,2025,"29,091",104,1464424,"37,116","13,878",225,"5,349",0,"25,851","1,545","16,331"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2025,8,"8,929",24,"488,921",24,"4,253",104,"1,922",0,"9,560",305,"4,796",Isle Royale NP,ISRO,National Park,Midwest ,MI,2025,"29,091",104,1464424,"37,116","13,878",225,"5,349",0,"25,851","1,545","16,331"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2025,9,"3,696",11,"199,442",11,"1,261",3,"1,096",0,"4,836",151,"1,266",Isle Royale NP,ISRO,National Park,Midwest ,MI,2025,"29,091",104,1464424,"37,116","13,878",225,"5,349",0,"25,851","1,545","16,331"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2025,10,9,3,728,3,0,0,0,0,0,17,31,Isle Royale NP,ISRO,National Park,Midwest ,MI,2025,"29,091",104,1464424,"37,116","13,878",225,"5,349",0,"25,851","1,545","16,331"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2025,11,0,0,0,0,0,0,0,0,0,0,0,Isle Royale NP,ISRO,National Park,Midwest ,MI,2025,"29,091",104,1464424,"37,116","13,878",225,"5,349",0,"25,851","1,545","16,331"
Isle Royale NP,ISRO,National Park,Midwest ,MI,2025,12,0,0,0,0,0,0,0,0,0,0,0,Isle Royale NP,ISRO,National Park,Midwest ,MI,2025,"29,091",104,1464424,"37,116","13,878",225,"5,349",0,"25,851","1,545","16,331"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2025,1,"278,104",973,"1,657,144",973,0,0,"14,756","12,873","1,452",0,"8,553",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2025,"2,932,644","10,505",16221758,"10,505",0,0,"149,792","93,213","13,942",0,"68,105"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2025,2,"298,792","1,019","1,660,047","1,019",0,0,"15,128","12,297","2,325",0,"5,967",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2025,"2,932,644","10,505",16221758,"10,505",0,0,"149,792","93,213","13,942",0,"68,105"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2025,3,"411,993","1,398","2,375,247","1,398",0,0,"24,688","15,117","3,762",0,"10,217",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2025,"2,932,644","10,505",16221758,"10,505",0,0,"149,792","93,213","13,942",0,"68,105"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2025,4,"341,516","1,137","2,058,973","1,137",0,0,"26,524","11,766","1,927",0,"9,700",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2025,"2,932,644","10,505",16221758,"10,505",0,0,"149,792","93,213","13,942",0,"68,105"
