ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2025,5,"230,328",832,"1,375,262",832,0,0,"13,756","7,041",617,0,"8,786",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2025,"2,932,644","10,505",16221758,"10,505",0,0,"149,792","93,213","13,942",0,"68,105"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2025,6,"155,366",570,"740,690",570,0,0,"5,532","2,643",111,0,"2,594",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2025,"2,932,644","10,505",16221758,"10,505",0,0,"149,792","93,213","13,942",0,"68,105"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2025,7,"139,664",514,"593,531",514,0,0,"3,652","1,506",63,0,958,Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2025,"2,932,644","10,505",16221758,"10,505",0,0,"149,792","93,213","13,942",0,"68,105"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2025,8,"142,794",528,"651,341",528,0,0,"4,252","1,869",145,0,"2,063",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2025,"2,932,644","10,505",16221758,"10,505",0,0,"149,792","93,213","13,942",0,"68,105"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2025,9,"148,905",545,"753,857",545,0,0,"6,448","3,528",150,0,"2,411",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2025,"2,932,644","10,505",16221758,"10,505",0,0,"149,792","93,213","13,942",0,"68,105"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2025,10,"163,674",697,"1,228,116",697,0,0,"13,464","7,422",519,0,"7,643",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2025,"2,932,644","10,505",16221758,"10,505",0,0,"149,792","93,213","13,942",0,"68,105"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2025,11,"295,800","1,092","1,335,400","1,092",0,0,"8,036","5,802",687,0,"2,151",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2025,"2,932,644","10,505",16221758,"10,505",0,0,"149,792","93,213","13,942",0,"68,105"
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2025,12,"325,708","1,200","1,792,150","1,200",0,0,"13,556","11,349","2,184",0,"7,062",Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2025,"2,932,644","10,505",16221758,"10,505",0,0,"149,792","93,213","13,942",0,"68,105"
Katmai NP & PRES,KATM,National Park,Alaska,AK,2025,1,0,0,0,0,0,0,0,0,0,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2025,"34,479","7,061",580036,"65,953","4,292",0,"4,862",0,"6,107",924,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2025,2,0,0,0,0,0,0,0,0,0,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2025,"34,479","7,061",580036,"65,953","4,292",0,"4,862",0,"6,107",924,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2025,3,0,0,0,0,0,0,0,0,0,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2025,"34,479","7,061",580036,"65,953","4,292",0,"4,862",0,"6,107",924,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2025,4,0,0,0,0,0,0,0,0,0,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2025,"34,479","7,061",580036,"65,953","4,292",0,"4,862",0,"6,107",924,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2025,5,313,55,"7,509",55,0,0,23,0,209,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2025,"34,479","7,061",580036,"65,953","4,292",0,"4,862",0,"6,107",924,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2025,6,"4,688",901,"144,986",901,"1,112",0,"1,182",0,"2,536",0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2025,"34,479","7,061",580036,"65,953","4,292",0,"4,862",0,"6,107",924,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2025,7,"13,500","2,026","196,092","2,026","1,645",0,"1,870",0,"1,168",367,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2025,"34,479","7,061",580036,"65,953","4,292",0,"4,862",0,"6,107",924,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2025,8,"10,533","2,327","183,769","2,327","1,535",0,"1,787",0,"1,614",427,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2025,"34,479","7,061",580036,"65,953","4,292",0,"4,862",0,"6,107",924,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2025,9,"5,248","1,654","45,978","1,654",0,0,0,0,560,121,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2025,"34,479","7,061",580036,"65,953","4,292",0,"4,862",0,"6,107",924,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2025,10,184,96,"1,621",96,0,0,0,0,20,9,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2025,"34,479","7,061",580036,"65,953","4,292",0,"4,862",0,"6,107",924,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2025,11,0,0,0,0,0,0,0,0,0,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2025,"34,479","7,061",580036,"65,953","4,292",0,"4,862",0,"6,107",924,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2025,12,13,2,81,2,0,0,0,0,0,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2025,"34,479","7,061",580036,"65,953","4,292",0,"4,862",0,"6,107",924,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,1,39,0,742,0,0,0,0,0,0,0,31,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,"425,369",0,1371921,0,0,0,712,0,60,0,518
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,2,24,0,539,0,0,0,0,0,0,0,23,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,"425,369",0,1371921,0,0,0,712,0,60,0,518
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,3,33,0,"1,090",0,0,0,0,0,0,0,49,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,"425,369",0,1371921,0,0,0,712,0,60,0,518
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,4,5,0,15,0,0,0,0,0,0,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,"425,369",0,1371921,0,0,0,712,0,60,0,518
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,5,"36,474",0,"118,184",0,0,0,38,0,26,0,12,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,"425,369",0,1371921,0,0,0,712,0,60,0,518
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,6,"103,155",0,"325,964",0,0,0,166,0,4,0,44,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,"425,369",0,1371921,0,0,0,712,0,60,0,518
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,7,"132,250",0,"427,530",0,0,0,238,0,13,0,149,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,"425,369",0,1371921,0,0,0,712,0,60,0,518
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,8,"114,426",0,"367,353",0,0,0,196,0,10,0,192,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,"425,369",0,1371921,0,0,0,712,0,60,0,518
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,9,"35,125",0,"122,449",0,0,0,74,0,7,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,"425,369",0,1371921,0,0,0,712,0,60,0,518
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,10,"3,828",0,"7,656",0,0,0,0,0,0,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,"425,369",0,1371921,0,0,0,712,0,60,0,518
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,11,3,0,91,0,0,0,0,0,0,0,4,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,"425,369",0,1371921,0,0,0,712,0,60,0,518
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,12,7,0,308,0,0,0,0,0,0,0,14,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2025,"425,369",0,1371921,0,0,0,712,0,60,0,518
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2025,1,"23,451",784,"112,562",784,0,0,293,226,0,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2025,"779,791","24,284",25896924,"97,136","36,413",0,"89,388","38,304","13,975",0,"1,281"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2025,2,"15,889",980,"76,267",980,0,0,134,169,0,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2025,"779,791","24,284",25896924,"97,136","36,413",0,"89,388","38,304","13,975",0,"1,281"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2025,3,"22,823",851,"109,550",851,863,0,378,289,0,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2025,"779,791","24,284",25896924,"97,136","36,413",0,"89,388","38,304","13,975",0,"1,281"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2025,4,"42,133","1,076","1,533,643","1,076","2,720",0,805,693,5,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2025,"779,791","24,284",25896924,"97,136","36,413",0,"89,388","38,304","13,975",0,"1,281"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2025,5,"98,420","1,511","3,582,500","1,511","2,782",0,"8,739","4,589",840,0,122,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2025,"779,791","24,284",25896924,"97,136","36,413",0,"89,388","38,304","13,975",0,"1,281"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2025,6,"118,936","3,508","4,388,752","3,508","6,930",0,"19,465","7,289","2,427",0,360,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2025,"779,791","24,284",25896924,"97,136","36,413",0,"89,388","38,304","13,975",0,"1,281"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2025,7,"128,217","4,264","4,731,204","4,264","5,699",0,"22,454","8,847","3,921",0,439,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2025,"779,791","24,284",25896924,"97,136","36,413",0,"89,388","38,304","13,975",0,"1,281"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2025,8,"119,276","3,557","4,341,648","3,557","5,584",0,"21,351","7,273","4,014",0,359,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2025,"779,791","24,284",25896924,"97,136","36,413",0,"89,388","38,304","13,975",0,"1,281"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2025,9,"86,040","2,631","3,131,861","2,631","5,673",0,"9,635","5,361","2,201",0,1,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2025,"779,791","24,284",25896924,"97,136","36,413",0,"89,388","38,304","13,975",0,"1,281"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2025,10,"68,186","2,175","2,481,952","2,175","4,098",0,"5,152","3,024",514,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2025,"779,791","24,284",25896924,"97,136","36,413",0,"89,388","38,304","13,975",0,"1,281"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2025,11,"35,955","1,732","1,308,753","1,732","1,506",0,607,369,53,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2025,"779,791","24,284",25896924,"97,136","36,413",0,"89,388","38,304","13,975",0,"1,281"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2025,12,"20,465","1,215","98,232","1,215",558,0,375,175,0,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2025,"779,791","24,284",25896924,"97,136","36,413",0,"89,388","38,304","13,975",0,"1,281"
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2025,1,77,120,647,120,0,0,0,0,20,45,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2025,"7,786","3,260",41731,"50,944",0,0,0,0,610,"1,036",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2025,2,80,180,695,180,0,0,0,0,20,60,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2025,"7,786","3,260",41731,"50,944",0,0,0,0,610,"1,036",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2025,3,228,205,"1,413",205,0,0,0,0,30,70,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2025,"7,786","3,260",41731,"50,944",0,0,0,0,610,"1,036",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2025,4,168,385,"1,203",385,0,0,0,0,40,100,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2025,"7,786","3,260",41731,"50,944",0,0,0,0,610,"1,036",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2025,5,137,180,"1,352",180,0,0,0,0,45,60,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2025,"7,786","3,260",41731,"50,944",0,0,0,0,610,"1,036",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2025,6,"1,399",241,"6,925",241,0,0,0,0,79,88,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2025,"7,786","3,260",41731,"50,944",0,0,0,0,610,"1,036",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2025,7,"2,887",392,"14,467",392,0,0,0,0,165,124,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2025,"7,786","3,260",41731,"50,944",0,0,0,0,610,"1,036",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2025,8,"1,546",414,"6,655",414,0,0,0,0,51,104,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2025,"7,786","3,260",41731,"50,944",0,0,0,0,610,"1,036",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2025,9,849,418,"4,449",418,0,0,0,0,60,150,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2025,"7,786","3,260",41731,"50,944",0,0,0,0,610,"1,036",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2025,10,270,285,"2,040",285,0,0,0,0,40,115,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2025,"7,786","3,260",41731,"50,944",0,0,0,0,610,"1,036",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2025,11,99,240,"1,179",240,0,0,0,0,35,70,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2025,"7,786","3,260",41731,"50,944",0,0,0,0,610,"1,036",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2025,12,46,200,706,200,0,0,0,0,25,50,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2025,"7,786","3,260",41731,"50,944",0,0,0,0,610,"1,036",0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2025,1,0,0,0,0,0,0,0,0,0,0,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2025,"19,778","2,888",323048,"88,452",0,0,0,0,"12,886","3,758",0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2025,2,0,0,0,0,0,0,0,0,0,0,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2025,"19,778","2,888",323048,"88,452",0,0,0,0,"12,886","3,758",0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2025,3,6,0,12,0,0,0,0,0,0,0,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2025,"19,778","2,888",323048,"88,452",0,0,0,0,"12,886","3,758",0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2025,4,6,0,12,0,0,0,0,0,0,0,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2025,"19,778","2,888",323048,"88,452",0,0,0,0,"12,886","3,758",0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2025,5,480,123,"1,422",123,0,0,0,0,21,6,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2025,"19,778","2,888",323048,"88,452",0,0,0,0,"12,886","3,758",0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2025,6,"4,976",711,"67,592",711,0,0,0,0,"2,620",617,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2025,"19,778","2,888",323048,"88,452",0,0,0,0,"12,886","3,758",0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2025,7,"7,087",987,"114,648",987,0,0,0,0,"4,567","1,174",0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2025,"19,778","2,888",323048,"88,452",0,0,0,0,"12,886","3,758",0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2025,8,"6,096",768,"90,710",768,0,0,0,0,"3,569",841,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2025,"19,778","2,888",323048,"88,452",0,0,0,0,"12,886","3,758",0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2025,9,"1,084",268,"32,330",268,0,0,0,0,"1,371",684,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2025,"19,778","2,888",323048,"88,452",0,0,0,0,"12,886","3,758",0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2025,10,39,23,"16,314",23,0,0,0,0,738,436,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2025,"19,778","2,888",323048,"88,452",0,0,0,0,"12,886","3,758",0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2025,11,4,8,8,8,0,0,0,0,0,0,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2025,"19,778","2,888",323048,"88,452",0,0,0,0,"12,886","3,758",0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2025,12,0,0,0,0,0,0,0,0,0,0,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2025,"19,778","2,888",323048,"88,452",0,0,0,0,"12,886","3,758",0
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2025,1,"7,527",0,"46,821",0,0,0,0,45,34,0,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2025,"504,777",0,5088960,0,0,120,"58,398","28,026",974,0,"10,591"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2025,2,"6,438",0,"40,602",0,0,0,0,81,13,0,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2025,"504,777",0,5088960,0,0,120,"58,398","28,026",974,0,"10,591"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2025,3,"6,531",0,"40,929",0,0,0,0,63,20,0,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2025,"504,777",0,5088960,0,0,120,"58,398","28,026",974,0,"10,591"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2025,4,"11,151",0,"69,111",0,0,0,0,60,45,0,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2025,"504,777",0,5088960,0,0,120,"58,398","28,026",974,0,"10,591"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2025,5,"36,333",0,"307,521",0,0,0,"2,337","1,245",40,0,641,Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2025,"504,777",0,5088960,0,0,120,"58,398","28,026",974,0,"10,591"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2025,6,"84,606",0,"936,015",0,0,120,"10,833","7,401",87,0,"1,958",Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2025,"504,777",0,5088960,0,0,120,"58,398","28,026",974,0,"10,591"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2025,7,"113,062",0,"1,302,537",0,0,0,"17,649","7,890",253,0,"3,930",Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2025,"504,777",0,5088960,0,0,120,"58,398","28,026",974,0,"10,591"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2025,8,"107,872",0,"1,105,035",0,0,0,"16,209","5,112",309,0,170,Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2025,"504,777",0,5088960,0,0,120,"58,398","28,026",974,0,"10,591"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2025,9,"71,746",0,"752,913",0,0,0,"8,097","4,086",125,0,"3,046",Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2025,"504,777",0,5088960,0,0,120,"58,398","28,026",974,0,"10,591"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2025,10,"44,904",0,"377,238",0,0,0,"2,754","1,503",31,0,846,Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2025,"504,777",0,5088960,0,0,120,"58,398","28,026",974,0,"10,591"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2025,11,"6,798",0,"62,733",0,0,0,519,519,7,0,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2025,"504,777",0,5088960,0,0,120,"58,398","28,026",974,0,"10,591"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2025,12,"7,809",0,"47,505",0,0,0,0,21,10,0,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2025,"504,777",0,5088960,0,0,120,"58,398","28,026",974,0,"10,591"
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2025,1,"16,250","8,036","92,563","8,036",306,0,64,0,30,0,0,Mammoth Cave NP,MACA,National Park,Southeast ,KY,2025,"660,734","80,269",4961443,"40,134","18,164",0,"43,217","14,682","3,707",0,"4,892"
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2025,2,"21,056","7,255","120,587","7,255",421,0,176,0,14,0,0,Mammoth Cave NP,MACA,National Park,Southeast ,KY,2025,"660,734","80,269",4961443,"40,134","18,164",0,"43,217","14,682","3,707",0,"4,892"
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2025,3,"74,221","10,495","511,992","10,495","1,732",0,"4,176",190,354,0,589,Mammoth Cave NP,MACA,National Park,Southeast ,KY,2025,"660,734","80,269",4961443,"40,134","18,164",0,"43,217","14,682","3,707",0,"4,892"
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2025,4,"64,740","6,483","507,101","6,483","1,935",0,"4,321","2,103",354,0,692,Mammoth Cave NP,MACA,National Park,Southeast ,KY,2025,"660,734","80,269",4961443,"40,134","18,164",0,"43,217","14,682","3,707",0,"4,892"
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2025,5,"68,430","6,000","577,950","6,000","2,126",0,"6,426","2,613",482,0,617,Mammoth Cave NP,MACA,National Park,Southeast ,KY,2025,"660,734","80,269",4961443,"40,134","18,164",0,"43,217","14,682","3,707",0,"4,892"
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2025,6,"96,793","6,000","732,569","6,000","2,352",0,"6,835","2,683",358,0,674,Mammoth Cave NP,MACA,National Park,Southeast ,KY,2025,"660,734","80,269",4961443,"40,134","18,164",0,"43,217","14,682","3,707",0,"4,892"
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2025,7,"102,778","6,000","753,618","6,000","2,747",0,"6,859","1,846",362,0,732,Mammoth Cave NP,MACA,National Park,Southeast ,KY,2025,"660,734","80,269",4961443,"40,134","18,164",0,"43,217","14,682","3,707",0,"4,892"
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2025,8,"79,800","6,000","585,257","6,000","2,209",0,"5,141","1,310",515,0,460,Mammoth Cave NP,MACA,National Park,Southeast ,KY,2025,"660,734","80,269",4961443,"40,134","18,164",0,"43,217","14,682","3,707",0,"4,892"
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2025,9,"57,890","6,000","451,108","6,000","1,969",0,"3,895","1,767",363,0,316,Mammoth Cave NP,MACA,National Park,Southeast ,KY,2025,"660,734","80,269",4961443,"40,134","18,164",0,"43,217","14,682","3,707",0,"4,892"
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2025,10,"12,646","6,000","221,656","6,000","1,273",0,"4,210","1,651",559,0,619,Mammoth Cave NP,MACA,National Park,Southeast ,KY,2025,"660,734","80,269",4961443,"40,134","18,164",0,"43,217","14,682","3,707",0,"4,892"
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2025,11,"20,588","6,000","158,452","6,000",807,0,956,519,242,0,193,Mammoth Cave NP,MACA,National Park,Southeast ,KY,2025,"660,734","80,269",4961443,"40,134","18,164",0,"43,217","14,682","3,707",0,"4,892"
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2025,12,"45,542","6,000","248,590","6,000",287,0,158,0,74,0,0,Mammoth Cave NP,MACA,National Park,Southeast ,KY,2025,"660,734","80,269",4961443,"40,134","18,164",0,"43,217","14,682","3,707",0,"4,892"
Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2025,1,"6,632",158,"29,843",158,0,0,0,0,0,0,0,Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2025,"463,130","11,408",3286652,"11,408","15,610",0,"19,286","31,800",0,0,112
Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2025,2,"6,795",168,"30,579",168,0,0,0,0,0,0,0,Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2025,"463,130","11,408",3286652,"11,408","15,610",0,"19,286","31,800",0,0,112
Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2025,3,"17,561",417,"79,024",417,0,0,0,0,0,0,0,Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2025,"463,130","11,408",3286652,"11,408","15,610",0,"19,286","31,800",0,0,112
Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2025,4,"26,231",564,"141,396",564,565,0,262,470,0,0,0,Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2025,"463,130","11,408",3286652,"11,408","15,610",0,"19,286","31,800",0,0,112
Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2025,5,"53,728","1,245","447,803","1,245","2,644",0,"1,995","6,770",0,0,37,Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2025,"463,130","11,408",3286652,"11,408","15,610",0,"19,286","31,800",0,0,112
Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2025,6,"84,693","1,461","650,300","1,461","2,644",0,"5,385","6,892",0,0,33,Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2025,"463,130","11,408",3286652,"11,408","15,610",0,"19,286","31,800",0,0,112
Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2025,7,"78,589","2,078","523,632","2,078","2,021",0,"3,612","3,790",0,0,20,Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2025,"463,130","11,408",3286652,"11,408","15,610",0,"19,286","31,800",0,0,112
Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2025,8,"62,596","1,772","414,792","1,772","1,920",0,"2,665","2,805",0,0,5,Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2025,"463,130","11,408",3286652,"11,408","15,610",0,"19,286","31,800",0,0,112
Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2025,9,"55,614","1,772","496,701","1,772","3,115",0,"3,535","7,025",0,0,16,Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2025,"463,130","11,408",3286652,"11,408","15,610",0,"19,286","31,800",0,0,112
Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2025,10,"48,708","1,233","373,661","1,233","2,701",0,"1,832","4,048",0,0,1,Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2025,"463,130","11,408",3286652,"11,408","15,610",0,"19,286","31,800",0,0,112
